seed,observer,num_distractors,accuracy,reward,relative_processing_cost,relative_efficiency
2519,O3,35,0.5475,0.095,4.12,0.1328883495145631
2519,O4,35,0.5225,0.045,4.12,0.12682038834951456
2519,O5R,35,0.51375,0.0275,4.12,0.12469660194174757
2556,O1,0,0.64125,0.2825,1.0,0.64125
2556,O2,0,0.46875,-0.0625,3.0,0.15625
2556,O3,0,0.51875,0.0375,1.3199999999999998,0.3929924242424243
2556,O4,0,0.5575,0.115,1.3199999999999998,0.4223484848484849
2556,O5R,0,0.6775,0.355,1.3199999999999998,0.5132575757575758
2556,O1,2,0.64125,0.2825,1.0,0.64125
2556,O2,2,0.46875,-0.0625,5.0,0.09375
2556,O3,2,0.51875,0.0375,1.4799999999999998,0.35050675675675685
2556,O4,2,0.5575,0.115,1.4799999999999998,0.37668918918918926
2556,O5R,2,0.6775,0.355,1.4799999999999998,0.45777027027027034
2556,O1,5,0.64125,0.2825,1.0,0.64125
2556,O2,5,0.46875,-0.0625,8.0,0.05859375
2556,O3,5,0.52375,0.0475,1.7199999999999998,0.30450581395348847
2556,O4,5,0.5575,0.115,1.7199999999999998,0.3241279069767442
2556,O5R,5,0.6775,0.355,1.7199999999999998,0.39389534883720934
2556,O1,10,0.64125,0.2825,1.0,0.64125
2556,O2,10,0.46875,-0.0625,13.0,0.036057692307692304
2556,O3,10,0.525,0.05,2.12,0.24764150943396226
2556,O4,10,0.5575,0.115,2.12,0.26297169811320753
2556,O5R,10,0.6775,0.355,2.12,0.3195754716981132
2556,O1,20,0.64,0.28,1.0,0.64
2556,O2,20,0.46875,-0.0625,23.0,0.020380434782608696
2556,O3,20,0.52625,0.0525,2.92,0.18022260273972604
2556,O4,20,0.5575,0.115,2.92,0.1909246575342466
2556,O5R,20,0.6775,0.355,2.92,0.2320205479452055
2556,O1,35,0.6425,0.285,1.0,0.6425
2556,O2,35,0.46875,-0.0625,38.0,0.012335526315789474
2556,O3,35,0.52625,0.0525,4.12,0.12773058252427183
2556,O4,35,0.5625,0.125,4.12,0.13652912621359223
2556,O5R,35,0.6775,0.355,4.12,0.16444174757281552
2593,O1,0,0.63125,0.2625,1.0,0.63125
2593,O2,0,0.52625,0.0525,3.0,0.17541666666666667
2593,O3,0,0.52625,0.0525,1.3199999999999998,0.3986742424242425
2593,O4,0,0.645,0.29,1.3199999999999998,0.4886363636363637
2593,O5R,0,0.64875,0.2975,1.3199999999999998,0.4914772727272728
2593,O1,2,0.63125,0.2625,1.0,0.63125
2593,O2,2,0.52625,0.0525,5.0,0.10525
2593,O3,2,0.52625,0.0525,1.4799999999999998,0.3555743243243244
2593,O4,2,0.645,0.29,1.4799999999999998,0.4358108108108109
2593,O5R,2,0.64875,0.2975,1.4799999999999998,0.4383445945945947
2593,O1,5,0.63125,0.2625,1.0,0.63125
2593,O2,5,0.52625,0.0525,8.0,0.06578125
2593,O3,5,0.52625,0.0525,1.7199999999999998,0.30595930232558144
2593,O4,5,0.645,0.29,1.7199999999999998,0.37500000000000006
2593,O5R,5,0.64875,0.2975,1.7199999999999998,0.3771802325581396
2593,O1,10,0.63125,0.2625,1.0,0.63125
2593,O2,10,0.52625,0.0525,13.0,0.04048076923076923
2593,O3,10,0.52625,0.0525,2.12,0.24823113207547168
2593,O4,10,0.645,0.29,2.12,0.30424528301886794
2593,O5R,10,0.64875,0.2975,2.12,0.30601415094339623
2593,O1,20,0.63125,0.2625,1.0,0.63125
2593,O2,20,0.52625,0.0525,23.0,0.022880434782608695
2593,O3,20,0.52625,0.0525,2.92,0.18022260273972604
2593,O4,20,0.645,0.29,2.92,0.22089041095890413
2593,O5R,20,0.64875,0.2975,2.92,0.2221746575342466
2593,O1,35,0.63125,0.2625,1.0,0.63125
2593,O2,35,0.53625,0.0725,38.0,0.014111842105263159
2593,O3,35,0.52625,0.0525,4.12,0.12773058252427183
2593,O4,35,0.6425,0.285,4.12,0.15594660194174756
2593,O5R,35,0.64875,0.2975,4.12,0.1574635922330097
2630,O1,0,0.6725,0.345,1.0,0.6725
2630,O2,0,0.71125,0.4225,3.0,0.23708333333333334
2630,O3,0,0.6725,0.345,1.3199999999999998,0.509469696969697
2630,O4,0,0.62125,0.2425,1.3199999999999998,0.47064393939393945
2630,O5R,0,0.62,0.24,1.3199999999999998,0.4696969696969697
2630,O1,2,0.6725,0.345,1.0,0.6725
2630,O2,2,0.71125,0.4225,5.0,0.14225000000000002
2630,O3,2,0.6725,0.345,1.4799999999999998,0.45439189189189194
2630,O4,2,0.62125,0.2425,1.4799999999999998,0.41976351351351354
2630,O5R,2,0.62,0.24,1.4799999999999998,0.41891891891891897
2630,O1,5,0.6725,0.345,1.0,0.6725
2630,O2,5,0.71125,0.4225,8.0,0.08890625
2630,O3,5,0.6725,0.345,1.7199999999999998,0.3909883720930233
2630,O4,5,0.62125,0.2425,1.7199999999999998,0.3611918604651163
2630,O5R,5,0.62,0.24,1.7199999999999998,0.3604651162790698
2630,O1,10,0.6725,0.345,1.0,0.6725
2630,O2,10,0.7175,0.435,13.0,0.05519230769230769
2630,O3,10,0.6725,0.345,2.12,0.31721698113207547
2630,O4,10,0.62125,0.2425,2.12,0.29304245283018865
2630,O5R,10,0.62,0.24,2.12,0.29245283018867924
2630,O1,20,0.6725,0.345,1.0,0.6725
2630,O2,20,0.73,0.46,23.0,0.03173913043478261
2630,O3,20,0.6725,0.345,2.92,0.2303082191780822
2630,O4,20,0.62125,0.2425,2.92,0.2127568493150685
2630,O5R,20,0.62,0.24,2.92,0.2123287671232877
2630,O1,35,0.6725,0.345,1.0,0.6725
2630,O2,35,0.75,0.5,38.0,0.019736842105263157
2630,O3,35,0.6725,0.345,4.12,0.1632281553398058
2630,O4,35,0.62125,0.2425,4.12,0.1507888349514563
2630,O5R,35,0.62,0.24,4.12,0.15048543689320387
2667,O1,0,0.69875,0.3975,1.0,0.69875
2667,O2,0,0.50375,0.0075,3.0,0.1679166666666667
2667,O3,0,0.6975,0.395,1.3199999999999998,0.5284090909090909
2667,O4,0,0.75375,0.5075,1.3199999999999998,0.5710227272727274
2667,O5R,0,0.68625,0.3725,1.3199999999999998,0.5198863636363638
2667,O1,2,0.6975,0.395,1.0,0.6975
2667,O2,2,0.50375,0.0075,5.0,0.10075
2667,O3,2,0.6975,0.395,1.4799999999999998,0.4712837837837839
2667,O4,2,0.75375,0.5075,1.4799999999999998,0.5092905405405407
2667,O5R,2,0.68625,0.3725,1.4799999999999998,0.4636824324324325
2667,O1,5,0.69875,0.3975,1.0,0.69875
2667,O2,5,0.50375,0.0075,8.0,0.06296875
2667,O3,5,0.6975,0.395,1.7199999999999998,0.40552325581395354
2667,O4,5,0.75375,0.5075,1.7199999999999998,0.43822674418604657
2667,O5R,5,0.68625,0.3725,1.7199999999999998,0.398982558139535
2667,O1,10,0.69875,0.3975,1.0,0.69875
2667,O2,10,0.50375,0.0075,13.0,0.03875
2667,O3,10,0.6975,0.395,2.12,0.3290094339622641
2667,O4,10,0.75375,0.5075,2.12,0.35554245283018865
2667,O5R,10,0.68625,0.3725,2.12,0.32370283018867924
2667,O1,20,0.69875,0.3975,1.0,0.69875
2667,O2,20,0.515,0.03,23.0,0.022391304347826088
2667,O3,20,0.6975,0.395,2.92,0.23886986301369864
2667,O4,20,0.75375,0.5075,2.92,0.2581335616438356
2667,O5R,20,0.68625,0.3725,2.92,0.23501712328767124
2667,O1,35,0.69875,0.3975,1.0,0.69875
2667,O2,35,0.5325,0.065,38.0,0.014013157894736842
2667,O3,35,0.6975,0.395,4.12,0.16929611650485438
2667,O4,35,0.75375,0.5075,4.12,0.1829490291262136
2667,O5R,35,0.68625,0.3725,4.12,0.16656553398058252
2704,O1,0,0.64375,0.2875,1.0,0.64375
2704,O2,0,0.465,-0.07,3.0,0.155
2704,O3,0,0.655,0.31,1.3199999999999998,0.49621212121212127
2704,O4,0,0.6225,0.245,1.3199999999999998,0.47159090909090917
2704,O5R,0,0.465,-0.07,1.3199999999999998,0.35227272727272735
2704,O1,2,0.64375,0.2875,1.0,0.64375
2704,O2,2,0.465,-0.07,5.0,0.093
2704,O3,2,0.655,0.31,1.4799999999999998,0.44256756756756765
2704,O4,2,0.62125,0.2425,1.4799999999999998,0.41976351351351354
2704,O5R,2,0.46625,-0.0675,1.4799999999999998,0.3150337837837838
2704,O1,5,0.64375,0.2875,1.0,0.64375
2704,O2,5,0.465,-0.07,8.0,0.058125
2704,O3,5,0.655,0.31,1.7199999999999998,0.38081395348837216
2704,O4,5,0.6225,0.245,1.7199999999999998,0.3619186046511629
2704,O5R,5,0.4675,-0.065,1.7199999999999998,0.2718023255813954
2704,O1,10,0.64375,0.2875,1.0,0.64375
2704,O2,10,0.465,-0.07,13.0,0.03576923076923077
2704,O3,10,0.65375,0.3075,2.12,0.308372641509434
2704,O4,10,0.62625,0.2525,2.12,0.2954009433962264
2704,O5R,10,0.47125,-0.0575,2.12,0.2222877358490566
2704,O1,20,0.64375,0.2875,1.0,0.64375
2704,O2,20,0.465,-0.07,23.0,0.020217391304347826
2704,O3,20,0.65375,0.3075,2.92,0.22388698630136988
2704,O4,20,0.63,0.26,2.92,0.21575342465753425
2704,O5R,20,0.5125,0.025,2.92,0.17551369863013697
2704,O1,35,0.64375,0.2875,1.0,0.64375
2704,O2,35,0.465,-0.07,38.0,0.012236842105263159
2704,O3,35,0.6525,0.305,4.12,0.15837378640776698
2704,O4,35,0.63,0.26,4.12,0.1529126213592233
2704,O5R,35,0.56625,0.1325,4.12,0.13743932038834952
2741,O1,0,0.70375,0.4075,1.0,0.70375
2741,O2,0,0.49,-0.02,3.0,0.16333333333333333
2741,O3,0,0.65375,0.3075,1.3199999999999998,0.4952651515151516
2741,O4,0,0.75,0.5,1.3199999999999998,0.5681818181818182
2741,O5R,0,0.6475,0.295,1.3199999999999998,0.49053030303030304
2741,O1,2,0.70625,0.4125,1.0,0.70625
2741,O2,2,0.49,-0.02,5.0,0.098
2741,O3,2,0.6525,0.305,1.4799999999999998,0.44087837837837845
2741,O4,2,0.7475,0.495,1.4799999999999998,0.5050675675675677
2741,O5R,2,0.6475,0.295,1.4799999999999998,0.43750000000000006
2741,O1,5,0.70875,0.4175,1.0,0.70875
2741,O2,5,0.49,-0.02,8.0,0.06125
2741,O3,5,0.6525,0.305,1.7199999999999998,0.37936046511627913
2741,O4,5,0.7475,0.495,1.7199999999999998,0.43459302325581406
2741,O5R,5,0.6475,0.295,1.7199999999999998,0.3764534883720931
2741,O1,10,0.70875,0.4175,1.0,0.70875
2741,O2,10,0.49,-0.02,13.0,0.03769230769230769
2741,O3,10,0.6525,0.305,2.12,0.3077830188679245
2741,O4,10,0.75,0.5,2.12,0.35377358490566035
2741,O5R,10,0.6475,0.295,2.12,0.30542452830188677
2741,O1,20,0.715,0.43,1.0,0.715
2741,O2,20,0.4925,-0.015,23.0,0.021413043478260868
2741,O3,20,0.6525,0.305,2.92,0.22345890410958905
2741,O4,20,0.745,0.49,2.92,0.2551369863013699
2741,O5R,20,0.6475,0.295,2.92,0.22174657534246575
2741,O1,35,0.715,0.43,1.0,0.715
2741,O2,35,0.5025,0.005,38.0,0.013223684210526315
2741,O3,35,0.6525,0.305,4.12,0.15837378640776698
2741,O4,35,0.745,0.49,4.12,0.1808252427184466
2741,O5R,35,0.6475,0.295,4.12,0.15716019417475727
2778,O1,0,0.67,0.34,1.0,0.67
2778,O2,0,0.505,0.01,3.0,0.16833333333333333
2778,O3,0,0.6875,0.375,1.3199999999999998,0.5208333333333334
2778,O4,0,0.68875,0.3775,1.3199999999999998,0.5217803030303031
2778,O5R,0,0.6575,0.315,1.3199999999999998,0.49810606060606066
2778,O1,2,0.67,0.34,1.0,0.67
2778,O2,2,0.505,0.01,5.0,0.101
2778,O3,2,0.6875,0.375,1.4799999999999998,0.4645270270270271
2778,O4,2,0.68875,0.3775,1.4799999999999998,0.46537162162162166
2778,O5R,2,0.6575,0.315,1.4799999999999998,0.4442567567567568
2778,O1,5,0.67,0.34,1.0,0.67
2778,O2,5,0.51125,0.0225,8.0,0.06390625
2778,O3,5,0.6875,0.375,1.7199999999999998,0.39970930232558144
2778,O4,5,0.68875,0.3775,1.7199999999999998,0.40043604651162795
2778,O5R,5,0.6575,0.315,1.7199999999999998,0.38226744186046513
2778,O1,10,0.67,0.34,1.0,0.67
2778,O2,10,0.5175,0.035,13.0,0.03980769230769231
2778,O3,10,0.68875,0.3775,2.12,0.32488207547169806
2778,O4,10,0.68875,0.3775,2.12,0.32488207547169806
2778,O5R,10,0.6575,0.315,2.12,0.31014150943396224
2778,O1,20,0.67,0.34,1.0,0.67
2778,O2,20,0.5425,0.085,23.0,0.02358695652173913
2778,O3,20,0.69,0.38,2.92,0.2363013698630137
2778,O4,20,0.6925,0.385,2.92,0.23715753424657535
2778,O5R,20,0.6575,0.315,2.92,0.2251712328767123
2778,O1,35,0.67125,0.3425,1.0,0.67125
2778,O2,35,0.58125,0.1625,38.0,0.015296052631578948
2778,O3,35,0.68875,0.3775,4.12,0.16717233009708737
2778,O4,35,0.6975,0.395,4.12,0.16929611650485438
2778,O5R,35,0.65625,0.3125,4.12,0.15928398058252427
2815,O1,0,0.72375,0.4475,1.0,0.72375
2815,O2,0,0.49875,-0.0025,3.0,0.16625
2815,O3,0,0.66375,0.3275,1.3199999999999998,0.5028409090909091
2815,O4,0,0.61125,0.2225,1.3199999999999998,0.4630681818181818
2815,O5R,0,0.66625,0.3325,1.3199999999999998,0.5047348484848485
2815,O1,2,0.72375,0.4475,1.0,0.72375
2815,O2,2,0.49875,-0.0025,5.0,0.09975
2815,O3,2,0.66375,0.3275,1.4799999999999998,0.44847972972972977
2815,O4,2,0.61125,0.2225,1.4799999999999998,0.4130067567567568
2815,O5R,2,0.66625,0.3325,1.4799999999999998,0.450168918918919
2815,O1,5,0.72375,0.4475,1.0,0.72375
2815,O2,5,0.49875,-0.0025,8.0,0.06234375
2815,O3,5,0.66375,0.3275,1.7199999999999998,0.3859011627906977
2815,O4,5,0.61125,0.2225,1.7199999999999998,0.3553779069767442
2815,O5R,5,0.66625,0.3325,1.7199999999999998,0.3873546511627908
2815,O1,10,0.72375,0.4475,1.0,0.72375
2815,O2,10,0.49875,-0.0025,13.0,0.03836538461538462
2815,O3,10,0.66375,0.3275,2.12,0.3130896226415094
2815,O4,10,0.61125,0.2225,2.12,0.2883254716981132
2815,O5R,10,0.66625,0.3325,2.12,0.3142688679245283
2815,O1,20,0.72375,0.4475,1.0,0.72375
2815,O2,20,0.49875,-0.0025,23.0,0.021684782608695653
2815,O3,20,0.66375,0.3275,2.92,0.22731164383561642
2815,O4,20,0.61125,0.2225,2.92,0.2093321917808219
2815,O5R,20,0.66625,0.3325,2.92,0.2281678082191781
2815,O1,35,0.72375,0.4475,1.0,0.72375
2815,O2,35,0.49875,-0.0025,38.0,0.013125000000000001
2815,O3,35,0.66375,0.3275,4.12,0.16110436893203883
2815,O4,35,0.61125,0.2225,4.12,0.14836165048543687
2815,O5R,35,0.66625,0.3325,4.12,0.1617111650485437
2852,O1,0,0.6925,0.385,1.0,0.6925
2852,O2,0,0.5025,0.005,3.0,0.16749999999999998
2852,O3,0,0.67625,0.3525,1.3199999999999998,0.5123106060606062
2852,O4,0,0.6675,0.335,1.3199999999999998,0.5056818181818182
2852,O5R,0,0.605,0.21,1.3199999999999998,0.45833333333333337
2852,O1,2,0.6925,0.385,1.0,0.6925
2852,O2,2,0.5025,0.005,5.0,0.10049999999999999
2852,O3,2,0.67625,0.3525,1.4799999999999998,0.45692567567567577
2852,O4,2,0.6675,0.335,1.4799999999999998,0.4510135135135136
2852,O5R,2,0.605,0.21,1.4799999999999998,0.4087837837837838
2852,O1,5,0.6925,0.385,1.0,0.6925
2852,O2,5,0.50375,0.0075,8.0,0.06296875
2852,O3,5,0.67625,0.3525,1.7199999999999998,0.3931686046511629
2852,O4,5,0.6675,0.335,1.7199999999999998,0.38808139534883723
2852,O5R,5,0.605,0.21,1.7199999999999998,0.35174418604651164
2852,O1,10,0.6925,0.385,1.0,0.6925
2852,O2,10,0.505,0.01,13.0,0.03884615384615385
2852,O3,10,0.67625,0.3525,2.12,0.31898584905660377
2852,O4,10,0.6675,0.335,2.12,0.3148584905660377
2852,O5R,10,0.605,0.21,2.12,0.285377358490566
2852,O1,20,0.6925,0.385,1.0,0.6925
2852,O2,20,0.51875,0.0375,23.0,0.022554347826086958
2852,O3,20,0.67625,0.3525,2.92,0.23159246575342468
2852,O4,20,0.6675,0.335,2.92,0.2285958904109589
2852,O5R,20,0.605,0.21,2.92,0.2071917808219178
2852,O1,35,0.6925,0.385,1.0,0.6925
2852,O2,35,0.5325,0.065,38.0,0.014013157894736842
2852,O3,35,0.67875,0.3575,4.12,0.16474514563106796
2852,O4,35,0.6675,0.335,4.12,0.1620145631067961
2852,O5R,35,0.605,0.21,4.12,0.14684466019417475
2889,O1,0,0.69625,0.3925,1.0,0.69625
2889,O2,0,0.5025,0.005,3.0,0.16749999999999998
2889,O3,0,0.69625,0.3925,1.3199999999999998,0.5274621212121213
2889,O4,0,0.71,0.42,1.3199999999999998,0.537878787878788
2889,O5R,0,0.5025,0.005,1.3199999999999998,0.3806818181818182
2889,O1,2,0.69625,0.3925,1.0,0.69625
2889,O2,2,0.5025,0.005,5.0,0.10049999999999999
2889,O3,2,0.69625,0.3925,1.4799999999999998,0.4704391891891893
2889,O4,2,0.71,0.42,1.4799999999999998,0.47972972972972977
2889,O5R,2,0.5025,0.005,1.4799999999999998,0.33952702702702703
2889,O1,5,0.69625,0.3925,1.0,0.69625
2889,O2,5,0.5025,0.005,8.0,0.0628125
2889,O3,5,0.69625,0.3925,1.7199999999999998,0.40479651162790703
2889,O4,5,0.71,0.42,1.7199999999999998,0.4127906976744186
2889,O5R,5,0.5025,0.005,1.7199999999999998,0.2921511627906977
2889,O1,10,0.69625,0.3925,1.0,0.69625
2889,O2,10,0.5025,0.005,13.0,0.03865384615384615
2889,O3,10,0.69625,0.3925,2.12,0.3284198113207547
2889,O4,10,0.71,0.42,2.12,0.33490566037735847
2889,O5R,10,0.5025,0.005,2.12,0.23702830188679241
2889,O1,20,0.69625,0.3925,1.0,0.69625
2889,O2,20,0.5025,0.005,23.0,0.02184782608695652
2889,O3,20,0.69625,0.3925,2.92,0.23844178082191783
2889,O4,20,0.71,0.42,2.92,0.24315068493150685
2889,O5R,20,0.5025,0.005,2.92,0.1720890410958904
2889,O1,35,0.69625,0.3925,1.0,0.69625
2889,O2,35,0.5025,0.005,38.0,0.013223684210526315
2889,O3,35,0.69625,0.3925,4.12,0.16899271844660194
2889,O4,35,0.71,0.42,4.12,0.17233009708737862
2889,O5R,35,0.5025,0.005,4.12,0.12196601941747572
2926,O1,0,0.68,0.36,1.0,0.68
2926,O2,0,0.6875,0.375,3.0,0.22916666666666666
2926,O3,0,0.66125,0.3225,1.3199999999999998,0.5009469696969697
2926,O4,0,0.66125,0.3225,1.3199999999999998,0.5009469696969697
2926,O5R,0,0.47875,-0.0425,1.3199999999999998,0.362689393939394
2926,O1,2,0.68,0.36,1.0,0.68
2926,O2,2,0.6925,0.385,5.0,0.1385
2926,O3,2,0.66125,0.3225,1.4799999999999998,0.4467905405405406
2926,O4,2,0.66125,0.3225,1.4799999999999998,0.4467905405405406
2926,O5R,2,0.47875,-0.0425,1.4799999999999998,0.32347972972972977
2926,O1,5,0.68,0.36,1.0,0.68
2926,O2,5,0.695,0.39,8.0,0.086875
2926,O3,5,0.66125,0.3225,1.7199999999999998,0.3844476744186047
2926,O4,5,0.66125,0.3225,1.7199999999999998,0.3844476744186047
2926,O5R,5,0.47875,-0.0425,1.7199999999999998,0.278343023255814
2926,O1,10,0.68,0.36,1.0,0.68
2926,O2,10,0.70375,0.4075,13.0,0.054134615384615385
2926,O3,10,0.66125,0.3225,2.12,0.31191037735849053
2926,O4,10,0.66125,0.3225,2.12,0.31191037735849053
2926,O5R,10,0.47875,-0.0425,2.12,0.2258254716981132
2926,O1,20,0.68,0.36,1.0,0.68
2926,O2,20,0.72375,0.4475,23.0,0.03146739130434783
2926,O3,20,0.66125,0.3225,2.92,0.2264554794520548
2926,O4,20,0.66125,0.3225,2.92,0.2264554794520548
2926,O5R,20,0.47875,-0.0425,2.92,0.1639554794520548
2926,O1,35,0.68,0.36,1.0,0.68
2926,O2,35,0.7425,0.485,38.0,0.019539473684210527
2926,O3,35,0.66375,0.3275,4.12,0.16110436893203883
2926,O4,35,0.66125,0.3225,4.12,0.16049757281553398
2926,O5R,35,0.47875,-0.0425,4.12,0.11620145631067962
2963,O1,0,0.6825,0.365,1.0,0.6825
2963,O2,0,0.54,0.08,3.0,0.18000000000000002
2963,O3,0,0.6775,0.355,1.3199999999999998,0.5132575757575758
2963,O4,0,0.63625,0.2725,1.3199999999999998,0.4820075757575758
2963,O5R,0,0.6425,0.285,1.3199999999999998,0.48674242424242425
2963,O1,2,0.6825,0.365,1.0,0.6825
2963,O2,2,0.54,0.08,5.0,0.10800000000000001
2963,O3,2,0.6775,0.355,1.4799999999999998,0.45777027027027034
2963,O4,2,0.63625,0.2725,1.4799999999999998,0.4298986486486487
2963,O5R,2,0.6425,0.285,1.4799999999999998,0.43412162162162166
2963,O1,5,0.6825,0.365,1.0,0.6825
2963,O2,5,0.5425,0.085,8.0,0.0678125
2963,O3,5,0.6775,0.355,1.7199999999999998,0.39389534883720934
2963,O4,5,0.63625,0.2725,1.7199999999999998,0.36991279069767447
2963,O5R,5,0.6425,0.285,1.7199999999999998,0.37354651162790703
2963,O1,10,0.6825,0.365,1.0,0.6825
2963,O2,10,0.54875,0.0975,13.0,0.04221153846153846
2963,O3,10,0.6775,0.355,2.12,0.3195754716981132
2963,O4,10,0.63625,0.2725,2.12,0.3001179245283019
2963,O5R,10,0.6425,0.285,2.12,0.303066037735849
2963,O1,20,0.6825,0.365,1.0,0.6825
2963,O2,20,0.55,0.1,23.0,0.02391304347826087
2963,O3,20,0.6775,0.355,2.92,0.2320205479452055
2963,O4,20,0.63625,0.2725,2.92,0.21789383561643835
2963,O5R,20,0.6425,0.285,2.92,0.22003424657534246
2963,O1,35,0.6825,0.365,1.0,0.6825
2963,O2,35,0.5675,0.135,38.0,0.01493421052631579
2963,O3,35,0.6775,0.355,4.12,0.16444174757281552
2963,O4,35,0.635,0.27,4.12,0.154126213592233
2963,O5R,35,0.6425,0.285,4.12,0.15594660194174756
3000,O1,0,0.615,0.23,1.0,0.615
3000,O2,0,0.52375,0.0475,3.0,0.17458333333333334
3000,O3,0,0.68875,0.3775,1.3199999999999998,0.5217803030303031
3000,O4,0,0.5975,0.195,1.3199999999999998,0.45265151515151525
3000,O5R,0,0.64,0.28,1.3199999999999998,0.4848484848484849
3000,O1,2,0.615,0.23,1.0,0.615
3000,O2,2,0.52375,0.0475,5.0,0.10475000000000001
3000,O3,2,0.68875,0.3775,1.4799999999999998,0.46537162162162166
3000,O4,2,0.5975,0.195,1.4799999999999998,0.4037162162162163
3000,O5R,2,0.64,0.28,1.4799999999999998,0.4324324324324325
3000,O1,5,0.615,0.23,1.0,0.615
3000,O2,5,0.52375,0.0475,8.0,0.06546875
3000,O3,5,0.68875,0.3775,1.7199999999999998,0.40043604651162795
3000,O4,5,0.59875,0.1975,1.7199999999999998,0.34811046511627913
3000,O5R,5,0.64,0.28,1.7199999999999998,0.372093023255814
3000,O1,10,0.615,0.23,1.0,0.615
3000,O2,10,0.52375,0.0475,13.0,0.040288461538461544
3000,O3,10,0.69,0.38,2.12,0.32547169811320753
3000,O4,10,0.60375,0.2075,2.12,0.2847877358490566
3000,O5R,10,0.64,0.28,2.12,0.3018867924528302
3000,O1,20,0.61375,0.2275,1.0,0.61375
3000,O2,20,0.5275,0.055,23.0,0.02293478260869565
3000,O3,20,0.69,0.38,2.92,0.2363013698630137
3000,O4,20,0.605,0.21,2.92,0.2071917808219178
3000,O5R,20,0.64,0.28,2.92,0.21917808219178084
3000,O1,35,0.62375,0.2475,1.0,0.62375
3000,O2,35,0.54,0.08,38.0,0.014210526315789474
3000,O3,35,0.69,0.38,4.12,0.1674757281553398
3000,O4,35,0.605,0.21,4.12,0.14684466019417475
3000,O5R,35,0.64,0.28,4.12,0.1553398058252427
3037,O1,0,0.48125,-0.0375,1.0,0.48125
3037,O2,0,0.48125,-0.0375,3.0,0.16041666666666668
3037,O3,0,0.53125,0.0625,1.3199999999999998,0.40246212121212127
3037,O4,0,0.6275,0.255,1.3199999999999998,0.4753787878787879
3037,O5R,0,0.65,0.3,1.3199999999999998,0.4924242424242425
3037,O1,2,0.48125,-0.0375,1.0,0.48125
3037,O2,2,0.48125,-0.0375,5.0,0.09625
3037,O3,2,0.53125,0.0625,1.4799999999999998,0.35895270270270274
3037,O4,2,0.6275,0.255,1.4799999999999998,0.4239864864864865
3037,O5R,2,0.65,0.3,1.4799999999999998,0.43918918918918926
3037,O1,5,0.48125,-0.0375,1.0,0.48125
3037,O2,5,0.48125,-0.0375,8.0,0.06015625
3037,O3,5,0.53125,0.0625,1.7199999999999998,0.3088662790697675
3037,O4,5,0.6275,0.255,1.7199999999999998,0.3648255813953489
3037,O5R,5,0.65,0.3,1.7199999999999998,0.3779069767441861
3037,O1,10,0.48125,-0.0375,1.0,0.48125
3037,O2,10,0.48125,-0.0375,13.0,0.03701923076923077
3037,O3,10,0.53125,0.0625,2.12,0.2505896226415094
3037,O4,10,0.6275,0.255,2.12,0.2959905660377358
3037,O5R,10,0.65,0.3,2.12,0.30660377358490565
3037,O1,20,0.48125,-0.0375,1.0,0.48125
3037,O2,20,0.48125,-0.0375,23.0,0.02092391304347826
3037,O3,20,0.53625,0.0725,2.92,0.1836472602739726
3037,O4,20,0.6275,0.255,2.92,0.2148972602739726
3037,O5R,20,0.65,0.3,2.92,0.2226027397260274
3037,O1,35,0.48125,-0.0375,1.0,0.48125
3037,O2,35,0.48125,-0.0375,38.0,0.012664473684210526
3037,O3,35,0.54375,0.0875,4.12,0.1319781553398058
3037,O4,35,0.6275,0.255,4.12,0.15230582524271843
3037,O5R,35,0.65,0.3,4.12,0.15776699029126215
3074,O1,0,0.675,0.35,1.0,0.675
3074,O2,0,0.5,0.0,3.0,0.16666666666666666
3074,O3,0,0.675,0.35,1.3199999999999998,0.5113636363636365
3074,O4,0,0.6975,0.395,1.3199999999999998,0.5284090909090909
3074,O5R,0,0.5,0.0,1.3199999999999998,0.37878787878787884
3074,O1,2,0.675,0.35,1.0,0.675
3074,O2,2,0.50625,0.0125,5.0,0.10124999999999999
3074,O3,2,0.675,0.35,1.4799999999999998,0.4560810810810812
3074,O4,2,0.6975,0.395,1.4799999999999998,0.4712837837837839
3074,O5R,2,0.5,0.0,1.4799999999999998,0.3378378378378379
3074,O1,5,0.675,0.35,1.0,0.675
3074,O2,5,0.50875,0.0175,8.0,0.06359375
3074,O3,5,0.675,0.35,1.7199999999999998,0.39244186046511637
3074,O4,5,0.6975,0.395,1.7199999999999998,0.40552325581395354
3074,O5R,5,0.5,0.0,1.7199999999999998,0.29069767441860467
3074,O1,10,0.6775,0.355,1.0,0.6775
3074,O2,10,0.515,0.03,13.0,0.039615384615384615
3074,O3,10,0.675,0.35,2.12,0.31839622641509435
3074,O4,10,0.6975,0.395,2.12,0.3290094339622641
3074,O5R,10,0.5,0.0,2.12,0.23584905660377356
3074,O1,20,0.67625,0.3525,1.0,0.67625
3074,O2,20,0.52125,0.0425,23.0,0.02266304347826087
3074,O3,20,0.675,0.35,2.92,0.23116438356164384
3074,O4,20,0.7,0.4,2.92,0.23972602739726026
3074,O5R,20,0.5,0.0,2.92,0.17123287671232876
3074,O1,35,0.6725,0.345,1.0,0.6725
3074,O2,35,0.53625,0.0725,38.0,0.014111842105263159
3074,O3,35,0.675,0.35,4.12,0.1638349514563107
