condition,seed,observer,accuracy,reward,no_memory_accuracy,high_distractor_accuracy,base_accuracy,lora_ablated_accuracy,lora_ablated_no_memory_accuracy,lora_norm,total_params,trainable_params,test_n,tp,tn,fp,fn,H_hazard_bits,I_central_hazard_bits,I_peripheral_hazard_bits,I_peripheral_hazard_given_central_bits,I_ticket_hazard_bits,replay_attempted,replay_accepted,replay_accept_rate,replay_gain_mean,C_att,D_cue,N_sup,A_util,R_gain,T_gain,C_res,F_assoc,I_ret,I_adapter_gain,I_durable_no_memory_gain,R_ret,U_adapt,P_chain,Q_proc,OWGE_plus
main,2408,O4,0.515,0.03,0.515,0.515,0.66625,0.66625,0.63125,1.8840299844741821,12466,392,800,0,412,0,388,0.9993506898146103,0.05014343409157211,0.2953867153088391,0.2835438594169066,0.003256009950961907,15.0,7.0,0.4666666666666667,0.004285714285714289,0.6146050262468683,0.11627906976744189,0.7674418604651162,0.0,0.0021428571428571447,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.515,0.006361989994419685,0.12784364911512022,0.0008133400165204959
main,2408,O5R,0.515,0.03,0.515,0.515,0.63125,0.63125,0.63125,2.3104562759399414,12466,392,800,0,412,0,388,0.9993506898146103,0.05014343409157211,0.2953867153088391,0.2835438594169066,0.003256009950961907,15.0,15.0,1.0,0.0,0.6146050262468683,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.515,0.006361989994419685,0.1276710556239228,0.0008122419784563959
main,2445,O1,0.6375,0.275,0.52875,0.6375,0.68375,0.68375,0.6925,3.9914355278015137,12466,392,800,97,413,10,280,0.9976137288096931,0.1096997059748982,0.32705074552941454,0.2721378483712012,1.5519839554116845e-05,0.0,0.0,0.0,0.0,0.4920627315744477,0.0,1.0,0.1705882352941175,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.6087499999999999,0.6375,0.007294130336734168,0.21782358274397975,0.0015888336029489878
main,2445,O2,0.52875,0.0575,0.52875,0.53625,0.52875,0.52875,0.52875,2.8867194652557373,12466,392,800,0,423,0,377,0.9976137288096931,0.1096997059748982,0.32705074552941454,0.2721378483712012,1.5519839554116845e-05,0.0,0.0,0.0,0.0,0.6110302310764599,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.52875,0.006418112985577426,0.12730054910024885,0.0008170293072514438
main,2445,O3,0.68375,0.3675,0.6925,0.69125,0.68,0.68,0.6925,1.84391450881958,12466,392,800,140,407,16,237,0.9976137288096931,0.1096997059748982,0.32705074552941454,0.2721378483712012,1.5519839554116845e-05,0.0,0.0,0.0,0.0,0.7494310991611493,0.11627906976744189,0.7674418604651162,0.0,0.0,0.011718749999999752,0.2513,0.0,0.0,0.011718749999999752,0.0,0.49124999999999996,0.68375,0.006951317746104442,0.21873013182891582,0.0015204626469901067
main,2445,O4,0.55875,0.1175,0.6925,0.55875,0.68,0.68,0.6925,2.5782203674316406,12466,392,800,25,422,1,352,0.9976137288096931,0.1096997059748982,0.32705074552941454,0.2721378483712012,1.5519839554116845e-05,15.0,13.0,0.8666666666666667,0.0007692307692307699,0.7494310991611493,0.11627906976744189,0.7674418604651162,0.0,0.00038461538461538494,0.0,1.1513,0.0,0.0,0.0,0.0,0.36624999999999996,0.55875,0.005892944861006545,0.14127626047627106,0.0008325332131558637
main,2445,O5R,0.6925,0.385,0.6925,0.6925,0.6925,0.6925,0.6925,3.8829281330108643,12466,392,800,263,291,132,114,0.9976137288096931,0.1096997059748982,0.32705074552941454,0.2721378483712012,1.5519839554116845e-05,15.0,15.0,1.0,0.0,0.7494310991611493,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.6925,0.00702204744150173,0.1412452821573382,0.0009918310721971266
main,2482,O1,0.71625,0.4325,0.665,0.71625,0.67875,0.67875,0.665,4.590293884277344,12466,392,800,176,397,17,210,0.9991161687869752,0.08015465637504054,0.3196414430929322,0.2915374678346663,0.0023532570875755103,0.0,0.0,0.0,0.0,0.38756537862463614,0.0,1.0,0.07155322862129147,0.0,0.11673151750972789,0.1963,0.0,0.0,0.11673151750972789,0.0,0.55125,0.71625,0.007336206440786794,0.20394822443584434,0.001496206277693272
main,2482,O2,0.53875,0.0775,0.53625,0.56375,0.5175,0.5175,0.5175,4.627067565917969,12466,392,800,17,414,0,369,0.9991161687869752,0.08015465637504054,0.3196414430929322,0.2915374678346663,0.0023532570875755103,0.0,0.0,0.0,0.0,0.5795241177700193,0.125,0.375,0.004640371229698278,0.0,0.04404145077720205,0.6088,0.0,0.038860103626943095,0.04404145077720205,0.038860103626943095,0.5025,0.53875,0.2191190063882251,0.1294902445953941,0.02837377373271099
main,2482,O3,0.75875,0.5175,0.665,0.75875,0.675,0.675,0.665,5.078940391540527,12466,392,800,246,361,53,140,0.9991161687869752,0.08015465637504054,0.3196414430929322,0.2915374678346663,0.0023532570875755103,0.0,0.0,0.0,0.0,0.6836848407011091,0.11627906976744189,0.7674418604651162,0.12355848434925865,0.0,0.2576923076923077,0.2513,0.0,0.0,0.2576923076923077,0.0,0.59375,0.75875,0.00766598344153643,0.2657012255631343,0.0020368611955629235
main,2482,O4,0.75,0.5,0.665,0.75,0.675,0.675,0.665,4.591582298278809,12466,392,800,217,383,31,169,0.9991161687869752,0.08015465637504054,0.3196414430929322,0.2915374678346663,0.0023532570875755103,15.0,12.0,0.8,0.0029166666666666694,0.6836848407011091,0.11627906976744189,0.7674418604651162,0.11333333333333329,0.0014583333333333347,0.23076923076923067,1.1513,0.0,0.0,0.23076923076923067,0.0,0.585,0.75,0.007598703235588342,0.1693875254594247,0.0012871255377768331
main,2482,O5R,0.5175,0.035,0.5175,0.5175,0.665,0.665,0.665,3.9969775676727295,12466,392,800,0,414,0,386,0.9991161687869752,0.08015465637504054,0.3196414430929322,0.2915374678346663,0.0023532570875755103,15.0,15.0,1.0,0.0,0.6836848407011091,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.5175,0.0063722678437272235,0.13462597932688,0.0008578727989949634
main,2519,O1,0.51375,0.0275,0.51375,0.51375,0.6675,0.6675,0.63625,2.653090476989746,12466,392,800,0,411,0,389,0.9994544121587243,0.05462094393863774,0.3121521084895651,0.3014978564079801,7.687991192981353e-07,0.0,0.0,0.0,0.0,0.2832331911361702,0.0,1.0,0.0,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.5,0.51375,0.006356838593275586,0.157172586064539,0.00099912076089999
main,2519,O2,0.51375,0.0275,0.51375,0.51625,0.51375,0.51375,0.51375,3.435479164123535,12466,392,800,0,411,0,389,0.9994544121587243,0.05462094393863774,0.3121521084895651,0.3014978564079801,7.687991192981353e-07,0.0,0.0,0.0,0.0,0.5361050881870315,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.51375,0.006356838593275586,0.1177484979610896,0.0007485081961392861
main,2519,O3,0.5475,0.095,0.58875,0.5475,0.6625,0.6625,0.63625,3.9665136337280273,12466,392,800,30,408,3,359,0.9994544121587243,0.05462094393863774,0.3121521084895651,0.3014978564079801,7.687991192981353e-07,0.0,0.0,0.0,0.0,0.612226631116983,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.45875,0.5475,0.006309389134775287,0.19570375333455578,0.0012347711349237891
main,2519,O4,0.5225,0.045,0.51375,0.5225,0.6625,0.6625,0.63625,2.821218490600586,12466,392,800,9,409,2,380,0.9994544121587243,0.05462094393863774,0.3121521084895651,0.3014978564079801,7.687991192981353e-07,15.0,12.0,0.8,0.0029166666666666694,0.612226631116983,0.11627906976744189,0.7674418604651162,0.016746411483253443,0.0014583333333333347,0.0,1.1513,0.0,0.0,0.0,0.0,0.5087499999999999,0.5225,0.006429800043695396,0.1292350803105487,0.000830955725027744
main,2519,O5R,0.51375,0.0275,0.51375,0.51375,0.63625,0.63625,0.63625,2.6592209339141846,12466,392,800,0,411,0,389,0.9994544121587243,0.05462094393863774,0.3121521084895651,0.3014978564079801,7.687991192981353e-07,15.0,15.0,1.0,0.0,0.612226631116983,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.51375,0.006356838593275586,0.12743159990455644,0.0008100621122761378
main,2556,O1,0.64125,0.2825,0.6775,0.6425,0.64,0.64,0.6775,3.382225275039673,12466,392,800,151,362,13,274,0.9971803988942642,0.09361122016832109,0.33120074314791625,0.297392077691529,2.1451880096547745e-06,0.0,0.0,0.0,0.0,0.42150938639250546,0.0,1.0,0.0,0.0,0.0034722222222221483,0.1963,0.0,0.0,0.0034722222222221483,0.0,0.46375,0.64125,0.006674790484717915,0.1798314685621044,0.0012003373752111834
main,2556,O2,0.46875,-0.0625,0.47125,0.46875,0.46875,0.46875,0.46875,2.1439332962036133,12466,392,800,0,375,0,425,0.9971803988942642,0.09361122016832109,0.33120074314791625,0.297392077691529,2.1451880096547745e-06,0.0,0.0,0.0,0.0,0.5883478338610925,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.00470588235294118,0.0,0.00470588235294118,0.4975,0.46875,0.10315489378429349,0.12440881730229077,0.012833378334647379
main,2556,O3,0.52375,0.0475,0.5875,0.52625,0.635,0.635,0.6775,2.732417583465576,12466,392,800,44,375,0,381,0.9971803988942642,0.09361122016832109,0.33120074314791625,0.297392077691529,2.1451880096547745e-06,0.0,0.0,0.0,0.0,0.70448477996815,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.43625,0.52375,0.0061134603551642784,0.20996862809710592,0.0012836348836998894
main,2556,O4,0.5575,0.115,0.6775,0.5625,0.635,0.635,0.6775,3.050966262817383,12466,392,800,72,374,1,353,0.9971803988942642,0.09361122016832109,0.33120074314791625,0.297392077691529,2.1451880096547745e-06,15.0,12.0,0.8,0.0050000000000000044,0.70448477996815,0.11627906976744189,0.7674418604651162,0.0,0.0025000000000000022,0.0,1.1513,0.0,0.0,0.0,0.0,0.38,0.5575,0.005961334114779821,0.13692146664523935,0.0008162346101579527
main,2556,O5R,0.6775,0.355,0.6775,0.6775,0.6775,0.6775,0.6775,3.2251203060150146,12466,392,800,282,260,115,143,0.9971803988942642,0.09361122016832109,0.33120074314791625,0.297392077691529,2.1451880096547745e-06,15.0,15.0,1.0,0.0,0.70448477996815,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.6775,0.0069709762723662114,0.1367201075721757,0.0009530726258409929
main,2593,O1,0.63125,0.2625,0.64875,0.63125,0.68125,0.68125,0.64875,2.490241765975952,12466,392,800,93,412,9,286,0.998010871552479,0.06694675940257837,0.3236671634129165,0.30179966318973783,0.0009265976481798877,0.0,0.0,0.0,0.0,0.33144457493194124,0.0,1.0,0.0,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.48249999999999993,0.63125,0.006728218688376817,0.1648793111194318,0.0011093440624004565
main,2593,O2,0.52625,0.0525,0.52625,0.53625,0.52625,0.52625,0.52625,2.8417389392852783,12466,392,800,0,421,0,379,0.998010871552479,0.06694675940257837,0.3236671634129165,0.30179966318973783,0.0009265976481798877,0.0,0.0,0.0,0.0,0.5565973464703532,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.52625,0.006407981791420883,0.12036101348699282,0.0007712711828216133
main,2593,O3,0.52625,0.0525,0.52625,0.52625,0.675,0.675,0.64875,1.65948486328125,12466,392,800,0,421,0,379,0.998010871552479,0.06694675940257837,0.3236671634129165,0.30179966318973783,0.0009265976481798877,0.0,0.0,0.0,0.0,0.6454950233948764,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.5,0.52625,0.006407981791420883,0.20084768322373148,0.0012870282969467408
main,2593,O4,0.645,0.29,0.52625,0.6425,0.675,0.675,0.64875,3.8983871936798096,12466,392,800,108,408,13,271,0.998010871552479,0.06694675940257837,0.3236671634129165,0.30179966318973783,0.0009265976481798877,15.0,14.0,0.9333333333333333,0.004285714285714282,0.6454950233948764,0.11627906976744189,0.7674418604651162,0.18410852713178297,0.002142857142857141,0.0,1.1513,0.0038759689922481513,0.0,0.0,0.0,0.61875,0.645,0.007362502138340579,0.14948960089463517,-0.0008373669898776445
main,2593,O5R,0.64875,0.2975,0.64875,0.64875,0.64875,0.64875,0.64875,2.624951124191284,12466,392,800,262,257,164,117,0.998010871552479,0.06694675940257837,0.3236671634129165,0.30179966318973783,0.0009265976481798877,15.0,15.0,1.0,0.0,0.6454950233948764,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.64875,0.0068709423461297174,0.13078104622025355,0.000898589028545888
main,2630,O1,0.6725,0.345,0.62,0.6725,0.6725,0.6725,0.62,2.3939876556396484,12466,392,800,131,407,18,244,0.9971803988942642,0.04153243065688955,0.2877700680660207,0.26870188629435243,0.000645084894468094,0.0,0.0,0.0,0.0,0.25113865556251314,0.0,1.0,0.07806691449814125,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.5525,0.6725,0.007189113402148807,0.1645213999046725,0.0011827630009949644
main,2630,O2,0.71125,0.4225,0.62,0.75,0.53125,0.53125,0.53125,2.514009952545166,12466,392,800,173,396,29,202,0.9971803988942642,0.04153243065688955,0.2877700680660207,0.26870188629435243,0.000645084894468094,0.0,0.0,0.0,0.0,0.5237920569769878,0.125,0.375,0.1282952548330405,0.0,0.3840000000000001,0.6088,0.0,0.18933333333333333,0.3840000000000001,0.18933333333333333,0.59125,0.71125,0.43020427101524306,0.18149019513429943,0.0780778570941655
main,2630,O3,0.6725,0.345,0.62,0.6725,0.6725,0.6725,0.62,2.021911144256592,12466,392,800,131,407,18,244,0.9971803988942642,0.04153243065688955,0.2877700680660207,0.26870188629435243,0.000645084894468094,0.0,0.0,0.0,0.0,0.5906164874689745,0.11627906976744189,0.7674418604651162,0.07806691449814125,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.5525,0.6725,0.007189113402148807,0.20443305015769433,0.0014696923807308395
main,2630,O4,0.62125,0.2425,0.62,0.62125,0.6725,0.6725,0.62,3.3032219409942627,12466,392,800,77,420,5,298,0.9971803988942642,0.04153243065688955,0.2877700680660207,0.26870188629435243,0.000645084894468094,15.0,11.0,0.7333333333333333,0.005909090909090905,0.5906164874689745,0.11627906976744189,0.7674418604651162,0.002012072434607603,0.0029545454545454523,0.0,1.1513,0.0,0.0,0.0,0.0,0.50125,0.62125,0.006778091870000691,0.12569644499149427,0.0008519820518848364
main,2630,O5R,0.62,0.24,0.62,0.62,0.62,0.62,0.62,3.708547830581665,12466,392,800,230,266,159,145,0.9971803988942642,0.04153243065688955,0.2877700680660207,0.26870188629435243,0.000645084894468094,15.0,15.0,1.0,0.0,0.5906164874689745,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.62,0.006767907602693059,0.12525590065768885,0.0008477203623433389
main,2667,O1,0.69875,0.3975,0.68625,0.69875,0.6975,0.6975,0.68625,2.7331504821777344,12466,392,800,174,385,18,223,0.9999594238215683,0.1025516681092585,0.3125922095082143,0.2873451614546221,1.8720362135459055e-05,0.0,0.0,0.0,0.0,0.45688104330026325,0.0,1.0,0.017889087656529454,0.0,0.004132231404958589,0.1963,0.0,0.0,0.004132231404958589,0.0,0.5125,0.69875,0.00710131950779115,0.1884508524329599,0.0013382497146420494
main,2667,O2,0.50375,0.0075,0.5125,0.5325,0.50375,0.50375,0.505,2.215707540512085,12466,392,800,0,403,0,397,0.9999594238215683,0.1025516681092585,0.3125922095082143,0.2873451614546221,1.8720362135459055e-05,0.0,0.0,0.0,0.0,0.6001210963291382,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.015151515151515053,0.0,0.015151515151515053,0.4912500000000001,0.50375,0.15535838521333867,0.12590976612711288,0.019561137948097385
main,2667,O3,0.6975,0.395,0.68625,0.6975,0.695,0.695,0.68625,4.480229377746582,12466,392,800,173,385,18,224,0.9999594238215683,0.1025516681092585,0.3125922095082143,0.2873451614546221,1.8720362135459055e-05,0.0,0.0,0.0,0.0,0.7272320619436485,0.11627906976744189,0.7674418604651162,0.01612903225806449,0.0,0.008196721311475598,0.2513,0.0,0.0,0.008196721311475598,0.0,0.51125,0.6975,0.0070913077768412595,0.2172470199259547,0.0015405654818965106
main,2667,O4,0.75375,0.5075,0.68625,0.75375,0.695,0.695,0.68625,4.1467509269714355,12466,392,800,297,306,97,100,0.9999594238215683,0.1025516681092585,0.3125922095082143,0.2873451614546221,1.8720362135459055e-05,15.0,7.0,0.4666666666666667,0.0050000000000000044,0.7272320619436485,0.11627906976744189,0.7674418604651162,0.08955223880597016,0.0025000000000000022,0.19262295081967237,1.1513,0.0,0.0,0.19262295081967237,0.0,0.5675,0.75375,0.007534680550378476,0.16762091976417975,0.0012629700839837162
main,2667,O5R,0.68625,0.3725,0.68625,0.68625,0.68625,0.68625,0.68625,2.297727346420288,12466,392,800,273,276,127,124,0.9999594238215683,0.1025516681092585,0.3125922095082143,0.2873451614546221,1.8720362135459055e-05,15.0,15.0,1.0,0.0,0.7272320619436485,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.68625,0.007000858304625473,0.13901029337882756,0.0009731913668295883
main,2704,O1,0.64375,0.2875,0.69,0.64375,0.64375,0.64375,0.69,1.7978841066360474,12466,392,800,156,359,13,272,0.9964625048848763,0.10677829734527745,0.3265734088080551,0.2768747457320177,0.0012149604107452479,0.0,0.0,0.0,0.0,0.48018001782584396,0.0,1.0,0.0,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.4537500000000001,0.64375,0.006635064829737344,0.18865508924595734,0.0012517387476068114
main,2704,O2,0.465,-0.07,0.465,0.465,0.465,0.465,0.465,2.839606761932373,12466,392,800,0,372,0,428,0.9964625048848763,0.10677829734527745,0.3265734088080551,0.2768747457320177,0.0012149604107452479,0.0,0.0,0.0,0.0,0.6089886707209903,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.465,0.006149053239598073,0.12704027480290242,0.0007811774133362166
main,2704,O3,0.655,0.31,0.69,0.6525,0.64375,0.64375,0.69,1.8560808897018433,12466,392,800,167,357,15,261,0.9964625048848763,0.10677829734527745,0.3265734088080551,0.2768747457320177,0.0012149604107452479,0.0,0.0,0.0,0.0,0.7426673195459472,0.11627906976744189,0.7674418604651162,0.0,0.0,0.031578947368421005,0.2513,0.003816793893129859,0.0,0.031578947368421005,0.0,0.4650000000000001,0.655,0.006728195723686532,0.2207550885553844,-0.0004231135037645506
main,2704,O4,0.6225,0.245,0.69,0.63,0.64375,0.64375,0.69,1.5437082052230835,12466,392,800,138,360,12,290,0.9964625048848763,0.10677829734527745,0.3265734088080551,0.2768747457320177,0.0012149604107452479,15.0,11.0,0.7333333333333333,0.005909090909090914,0.7426673195459472,0.11627906976744189,0.7674418604651162,0.0,0.002954545454545457,0.0,1.1513,0.0,0.0,0.0,0.0,0.4325000000000001,0.6225,0.006457172519044849,0.14080227777409696,0.0009091845986618182
main,2704,O5R,0.4675,-0.065,0.4675,0.56625,0.69,0.69,0.69,3.1400163173675537,12466,392,800,2,372,0,426,0.9964625048848763,0.10677829734527745,0.3265734088080551,0.2768747457320177,0.0012149604107452479,15.0,15.0,1.0,0.0,0.7426673195459472,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.4675,0.0061600533346723736,0.14056430796047628,0.0008658836339878464
main,2741,O1,0.70875,0.4175,0.6475,0.715,0.68125,0.68125,0.6475,3.9347074031829834,12466,392,800,193,374,18,215,0.9997114417528099,0.06396090184608903,0.2858767081906394,0.26871500759416606,0.0001580881577103333,0.0,0.0,0.0,0.0,0.3477950996550583,0.0,1.0,0.08641975308641979,0.0,0.08627450980392147,0.1963,0.0,0.0,0.08627450980392147,0.0,0.56125,0.70875,0.007354451204167022,0.19509865116926722,0.0014348435100231792
main,2741,O2,0.49,-0.02,0.6475,0.5025,0.49,0.49,0.49,3.0384573936462402,12466,392,800,0,392,0,408,0.9997114417528099,0.06396090184608903,0.2858767081906394,0.26871500759416606,0.0001580881577103333,0.0,0.0,0.0,0.0,0.5618745212054725,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.30882352941176466,0.0,0.30882352941176466,0.3425,0.49,0.3728408872814054,0.121033789553827,0.045126345488279755
main,2741,O3,0.6525,0.305,0.6475,0.6525,0.675,0.675,0.6475,3.7906339168548584,12466,392,800,144,378,14,264,0.9997114417528099,0.06396090184608903,0.2858767081906394,0.26871500759416606,0.0001580881577103333,0.0,0.0,0.0,0.0,0.6560170844999307,0.11627906976744189,0.7674418604651162,0.007662835249042153,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.505,0.6525,0.006907026780635541,0.2036594160873468,0.001406681041043901
main,2741,O4,0.7475,0.495,0.6475,0.745,0.675,0.675,0.6475,2.990351676940918,12466,392,800,245,353,39,163,0.9997114417528099,0.06396090184608903,0.2858767081906394,0.26871500759416606,0.0001580881577103333,15.0,13.0,0.8666666666666667,0.0073076923076923145,0.6560170844999307,0.11627906976744189,0.7674418604651162,0.13377926421404693,0.0036538461538461573,0.22307692307692314,1.1513,0.0033444816053512477,0.0,0.22307692307692314,0.0,0.6000000000000001,0.7475,0.007654577962464102,0.16806281203049994,-0.00038579090539721207
main,2741,O5R,0.6475,0.295,0.6475,0.6475,0.6475,0.6475,0.6475,3.6587753295898438,12466,392,800,259,259,133,149,0.9997114417528099,0.06396090184608903,0.2858767081906394,0.26871500759416606,0.0001580881577103333,15.0,15.0,1.0,0.0,0.6560170844999307,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.6475,0.006866526579008364,0.13184040245566994,0.0009052856276490173
main,2778,O1,0.67,0.34,0.6575,0.67125,0.64375,0.64375,0.6575,4.212072372436523,12466,392,800,170,366,20,244,0.9991161687869752,0.07209480534217512,0.35379324346107566,0.3207478936289756,0.0002189893796359886,0.0,0.0,0.0,0.0,0.3336493748851661,0.0,1.0,0.018656716417910547,0.0,0.07368421052631578,0.1963,0.0,0.0,0.07368421052631578,0.0,0.5125000000000001,0.67,0.007002558129657725,0.17999271100440992,0.0012604094217230641
main,2778,O2,0.51125,0.0225,0.6575,0.58125,0.4825,0.4825,0.4825,4.048789024353027,12466,392,800,23,386,0,391,0.9991161687869752,0.07209480534217512,0.35379324346107566,0.3207478936289756,0.0002189893796359886,0.0,0.0,0.0,0.0,0.5564808238565186,0.125,0.375,0.0,0.0,0.055555555555555546,0.6088,0.0,0.3381642512077294,0.055555555555555546,0.3381642512077294,0.35375,0.51125,0.39399158111957855,0.12742882086570348,0.05020588261308206
main,2778,O3,0.6875,0.375,0.6575,0.68875,0.6425,0.6425,0.6575,3.908069610595703,12466,392,800,191,359,27,223,0.9991161687869752,0.07209480534217512,0.35379324346107566,0.3207478936289756,0.0002189893796359886,0.0,0.0,0.0,0.0,0.6465488552602456,0.11627906976744189,0.7674418604651162,0.043636363636363674,0.0,0.12587412587412597,0.2513,0.0,0.0,0.12587412587412597,0.0,0.53,0.6875,0.007142496031322056,0.22722019029962226,0.0016229193074512943
main,2778,O4,0.68875,0.3775,0.6575,0.6975,0.6425,0.6425,0.6575,2.413841485977173,12466,392,800,193,358,28,221,0.9991161687869752,0.07209480534217512,0.35379324346107566,0.3207478936289756,0.0002189893796359886,15.0,12.0,0.8,0.0025000000000000022,0.6465488552602456,0.11627906976744189,0.7674418604651162,0.045372050816696916,0.0012500000000000011,0.1293706293706294,1.1513,0.0,0.0,0.1293706293706294,0.0,0.53125,0.68875,0.007152436338629689,0.14858083711416153,0.0010627149785993478
main,2778,O5R,0.6575,0.315,0.6575,0.65625,0.6575,0.6575,0.6575,2.804537057876587,12466,392,800,283,243,143,131,0.9991161687869752,0.07209480534217512,0.35379324346107566,0.3207478936289756,0.0002189893796359886,15.0,15.0,1.0,0.0,0.6465488552602456,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.001901140684410606,0.0,0.0,0.0,0.5,0.6575,0.006901695008219115,0.1308871455240414,-4.72271833019776e-05
main,2815,O1,0.72375,0.4475,0.66625,0.72375,0.66375,0.66375,0.66625,2.9677093029022217,12466,392,800,218,361,38,183,0.9999954915733009,0.08140981188150359,0.3717503850773247,0.3431602715513096,1.7811935425875603e-05,0.0,0.0,0.0,0.0,0.34674712276316233,0.0,1.0,0.07944732297063903,0.0,0.1784386617100373,0.1963,0.0,0.0,0.1784386617100373,0.0,0.5575,0.72375,0.00738944139566918,0.20854926502777657,0.001541062572032635
main,2815,O2,0.49875,-0.0025,0.49875,0.49875,0.49875,0.49875,0.5,0.9794644713401794,12466,392,800,0,399,0,401,0.9999954915733009,0.08140981188150359,0.3717503850773247,0.3431602715513096,1.7811935425875603e-05,0.0,0.0,0.0,0.0,0.5612587035345642,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.49875,0.006294359600603454,0.12095528023561862,0.0007613360293947473
main,2815,O3,0.66375,0.3275,0.66625,0.66375,0.66125,0.66125,0.66625,2.1093647480010986,12466,392,800,151,380,19,250,0.9999954915733009,0.08140981188150359,0.3717503850773247,0.3431602715513096,1.7811935425875603e-05,0.0,0.0,0.0,0.0,0.6552204032321006,0.11627906976744189,0.7674418604651162,0.0,0.0,0.00738007380073785,0.2513,0.0,0.0,0.00738007380073785,0.0,0.49749999999999994,0.66375,0.006911936115687859,0.20349251359308754,0.0014065272539761644
main,2815,O4,0.61125,0.2225,0.58,0.61125,0.66125,0.66125,0.66625,4.295440673828125,12466,392,800,94,395,4,307,0.9999954915733009,0.08140981188150359,0.3717503850773247,0.3431602715513096,1.7811935425875603e-05,15.0,11.0,0.7333333333333333,0.0018181818181818197,0.6552204032321006,0.11627906976744189,0.7674418604651162,0.05112474437627812,0.0009090909090909098,0.0,1.1513,0.0,0.0,0.0,0.0,0.53125,0.61125,0.006873423673870339,0.1369806300050868,0.0009415259051386373
main,2815,O5R,0.66625,0.3325,0.66625,0.66625,0.66625,0.66625,0.66625,5.6583170890808105,12466,392,800,276,257,142,125,0.9999954915733009,0.08140981188150359,0.3717503850773247,0.3431602715513096,1.7811935425875603e-05,15.0,15.0,1.0,0.0,0.6552204032321006,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.66625,0.006932176029503279,0.13176019295486122,0.0009133848512444157
main,2852,O1,0.6925,0.385,0.605,0.6925,0.67,0.67,0.605,4.234354496002197,12466,392,800,183,371,31,215,0.9999819662368479,0.03203147773695117,0.3397722625611905,0.3265007118422044,0.00011835296177767005,0.0,0.0,0.0,0.0,0.1709461580847743,0.0,1.0,0.12635379061371843,0.0,0.06818181818181808,0.1963,0.0,0.0,0.06818181818181808,0.0,0.5875,0.6925,0.007409854353786554,0.17032025181298033,0.0012620482594344346
main,2852,O2,0.50375,0.0075,0.605,0.5325,0.5025,0.5025,0.5025,3.2663586139678955,12466,392,800,1,402,0,397,0.9999819662368479,0.03203147773695117,0.3397722625611905,0.3265007118422044,0.00011835296177767005,0.0,0.0,0.0,0.0,0.48788504897556284,0.125,0.375,0.0,0.0,0.002512562814070521,0.6088,0.0,0.2060301507537689,0.002512562814070521,0.2060301507537689,0.39875000000000005,0.50375,0.3458997102607713,0.11192134655165982,0.03871356134421451
