condition,seed,observer,accuracy,reward,no_memory_accuracy,high_distractor_accuracy,base_accuracy,lora_ablated_accuracy,lora_ablated_no_memory_accuracy,lora_norm,total_params,trainable_params,test_n,tp,tn,fp,fn,H_hazard_bits,I_central_hazard_bits,I_peripheral_hazard_bits,I_peripheral_hazard_given_central_bits,I_ticket_hazard_bits,replay_attempted,replay_accepted,replay_accept_rate,replay_gain_mean,C_att,D_cue,N_sup,A_util,R_gain,T_gain,C_res,F_assoc,I_ret,I_adapter_gain,I_durable_no_memory_gain,R_ret,U_adapt,P_chain,Q_proc,OWGE_plus
main,2260,O2,0.52,0.04,0.525,0.5425,0.5175,0.5175,0.5175,1.6047600507736206,12466,392,800,2,414,0,384,0.9991161687869752,0.061268592458955995,0.28924628824365983,0.2775309664349206,0.0010796643890185129,0.0,0.0,0.0,0.0,0.556613913627488,0.125,0.375,0.0,0.0,0.005181347150259186,0.6088,0.0,0.01554404145077733,0.005181347150259186,0.01554404145077733,0.495,0.52,0.15875742512863933,0.12102368480621163,0.019213408579414188
main,2260,O3,0.6375,0.275,0.645,0.63875,0.65125,0.65125,0.645,3.382168769836426,12466,392,800,109,401,13,277,0.9991161687869752,0.061268592458955995,0.28924628824365983,0.2775309664349206,0.0010796643890185129,0.0,0.0,0.0,0.0,0.6450937027408494,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.49249999999999994,0.6375,0.006796667051785834,0.2007856313731296,0.001364673085225766
main,2260,O4,0.5175,0.035,0.5175,0.5175,0.65125,0.65125,0.645,3.099360466003418,12466,392,800,0,414,0,386,0.9991161687869752,0.061268592458955995,0.28924628824365983,0.2775309664349206,0.0010796643890185129,15.0,10.0,0.6666666666666666,0.006999999999999973,0.6450937027408494,0.11627906976744189,0.7674418604651162,0.0,0.0034999999999999866,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.5175,0.0063722678437272235,0.13102254414509457,0.0008349107448591167
main,2260,O5R,0.645,0.29,0.645,0.645,0.645,0.645,0.645,2.957749605178833,12466,392,800,246,270,144,140,0.9991161687869752,0.061268592458955995,0.28924628824365983,0.2775309664349206,0.0010796643890185129,15.0,15.0,1.0,0.0,0.6450937027408494,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.645,0.006857677966163686,0.13074064144280548,0.000896577216104434
main,2297,O1,0.65625,0.3125,0.65875,0.65625,0.6725,0.6725,0.65875,2.758268356323242,12466,392,800,130,395,12,263,0.999779076044731,0.0740149255724171,0.2659860692144086,0.24209251976365856,1.1192799337025753e-07,0.0,0.0,0.0,0.0,0.41346601014816653,0.0,1.0,0.0,0.0,0.0,0.1963,0.0,0.0,0.0,0.0,0.49750000000000005,0.65625,0.006885803822100476,0.17799066781678097,0.0012256088207510064
main,2297,O2,0.51125,0.0225,0.5075,0.53875,0.50875,0.50875,0.50875,2.637617349624634,12466,392,800,2,407,0,391,0.999779076044731,0.0740149255724171,0.2659860692144086,0.24209251976365856,1.1192799337025753e-07,0.0,0.0,0.0,0.0,0.585571258238339,0.125,0.375,0.007334963325183435,0.0,0.00508905852417292,0.6088,0.0,0.0,0.00508905852417292,0.0,0.50375,0.51125,0.006362337412851812,0.1256387502215352,0.0007993561210384172
main,2297,O3,0.55625,0.1125,0.5875,0.55625,0.66875,0.66875,0.65875,5.243592739105225,12466,392,800,38,407,0,355,0.999779076044731,0.0740149255724171,0.2659860692144086,0.24209251976365856,1.1192799337025753e-07,0.0,0.0,0.0,0.0,0.699258768347263,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.46875,0.55625,0.006388579996696191,0.2091605867239818,0.001336239140442069
main,2297,O4,0.635,0.27,0.65875,0.635,0.66875,0.66875,0.65875,1.3108139038085938,12466,392,800,106,402,5,287,0.999779076044731,0.0740149255724171,0.2659860692144086,0.24209251976365856,1.1192799337025753e-07,15.0,10.0,0.6666666666666666,0.009000000000000008,0.699258768347263,0.11627906976744189,0.7674418604651162,0.0,0.004500000000000004,0.0,1.1513,0.0,0.0,0.0,0.0,0.47625000000000006,0.635,0.00671228059743189,0.13655640147578946,0.0009166048840810611
main,2297,O5R,0.50875,0.0175,0.50875,0.50875,0.65875,0.65875,0.65875,3.037220001220703,12466,392,800,0,407,0,393,0.999779076044731,0.0740149255724171,0.2659860692144086,0.24209251976365856,1.1192799337025753e-07,15.0,15.0,1.0,0.0,0.699258768347263,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.50875,0.006336149020794429,0.13619395514427488,0.0008629451955255176
main,2334,O1,0.69875,0.3975,0.645,0.7025,0.6475,0.6475,0.645,4.063009262084961,12466,392,800,180,379,25,216,0.9999278640456615,0.061513186794438277,0.37263558358934223,0.33937944545738497,0.0008099706394626323,0.0,0.0,0.0,0.0,0.2845166863280817,0.0,1.0,0.07692307692307687,0.0,0.14539007092198586,0.1963,0.0,0.0,0.14539007092198586,0.0,0.55375,0.69875,0.007286947746994073,0.19291513720936068,0.0014057625244488032
main,2334,O2,0.50625,0.0125,0.645,0.53375,0.505,0.505,0.505,2.8152482509613037,12466,392,800,1,404,0,395,0.9999278640456615,0.061513186794438277,0.37263558358934223,0.33937944545738497,0.0008099706394626323,0.0,0.0,0.0,0.0,0.537635523244516,0.125,0.375,0.0,0.0,0.0025252525252524713,0.6088,0.0,0.2828282828282829,0.0025252525252524713,0.2828282828282829,0.36124999999999996,0.50625,0.3725916416255984,0.11826554916313975,0.04406475511044715
main,2334,O3,0.595,0.19,0.645,0.60375,0.65,0.65,0.645,3.0665383338928223,12466,392,800,82,394,10,314,0.9999278640456615,0.061513186794438277,0.37263558358934223,0.33937944545738497,0.0008099706394626323,0.0,0.0,0.0,0.0,0.6135485273908164,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.44999999999999996,0.595,0.0064453087294358774,0.19590814378710794,0.001262688469318626
main,2334,O4,0.555,0.11,0.645,0.55875,0.65,0.65,0.645,2.786996603012085,12466,392,800,42,402,2,354,0.9999278640456615,0.061513186794438277,0.37263558358934223,0.33937944545738497,0.0008099706394626323,15.0,13.0,0.8666666666666667,0.0038461538461538494,0.6135485273908164,0.11627906976744189,0.7674418604651162,0.0,0.0019230769230769247,0.0,1.1513,0.0,0.0,0.0,0.0,0.41000000000000003,0.555,0.006105101572978312,0.12771957940341344,0.0007797410051159078
main,2334,O5R,0.645,0.29,0.645,0.645,0.645,0.645,0.645,3.114591360092163,12466,392,800,254,262,142,142,0.9999278640456615,0.061513186794438277,0.37263558358934223,0.33937944545738497,0.0008099706394626323,15.0,15.0,1.0,0.0,0.6135485273908164,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.645,0.006857677966163686,0.1275646878087491,0.0008747975488466081
main,2371,O1,0.71625,0.4325,0.63625,0.71625,0.6825,0.6825,0.63625,3.776750326156616,12466,392,800,201,372,22,205,0.9998376907209825,0.05427730549872441,0.3201151756666633,0.28911102407010175,0.00714372805504699,0.0,0.0,0.0,0.0,0.302517717225942,0.0,1.0,0.11169284467713796,0.0,0.10629921259842538,0.1963,0.0,0.0,0.10629921259842538,0.0,0.5800000000000001,0.71625,0.007461589075210215,0.19510191407775804,0.0014557703106352015
main,2371,O2,0.4925,-0.015,0.635,0.50625,0.4925,0.4925,0.4925,2.45759654045105,12466,392,800,0,394,0,406,0.9998376907209825,0.05427730549872441,0.3201151756666633,0.28911102407010175,0.00714372805504699,0.0,0.0,0.0,0.0,0.5539250878052547,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.28078817733990147,0.0,0.28078817733990147,0.3575,0.4925,0.36701874627703596,0.1200203327696567,0.04404971206087206
main,2371,O3,0.5875,0.175,0.63625,0.58875,0.67625,0.67625,0.63625,4.805095195770264,12466,392,800,81,389,5,325,0.9998376907209825,0.05427730549872441,0.3201151756666633,0.28911102407010175,0.00714372805504699,0.0,0.0,0.0,0.0,0.6297800145681396,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.45125000000000004,0.5875,0.006424050246454958,0.1984178422221804,0.0012746461882284588
main,2371,O4,0.7675,0.535,0.63625,0.7675,0.67625,0.67625,0.63625,3.4567973613739014,12466,392,800,319,295,99,87,0.9998376907209825,0.05427730549872441,0.3201151756666633,0.28911102407010175,0.00714372805504699,15.0,12.0,0.8,0.0029166666666666694,0.6297800145681396,0.11627906976744189,0.7674418604651162,0.17100977198697068,0.0014583333333333347,0.2818532818532817,1.1513,0.0,0.0,0.2818532818532817,0.0,0.63125,0.7675,0.007854050264947275,0.1749103682472933,0.0013737548240746796
main,2371,O5R,0.4925,-0.015,0.4925,0.4925,0.63625,0.63625,0.63625,2.2991068363189697,12466,392,800,0,394,0,406,0.9998376907209825,0.05427730549872441,0.3201151756666633,0.28911102407010175,0.00714372805504699,15.0,15.0,1.0,0.0,0.6297800145681396,0.11627906976744189,0.7674418604651162,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.5,0.4925,0.006267956828303459,0.1291988664149842,0.0008098129169548667
main,2408,O1,0.69875,0.3975,0.63125,0.7,0.67125,0.67125,0.63125,3.543147563934326,12466,392,800,168,391,21,220,0.9993506898146103,0.05014343409157211,0.2953867153088391,0.2835438594169066,0.003256009950961907,0.0,0.0,0.0,0.0,0.2836221467015626,0.0,1.0,0.0966010733452594,0.0,0.08365019011406835,0.1963,0.0,0.0,0.08365019011406835,0.0,0.5675,0.69875,0.00734676854416758,0.18604843222934567,0.0013668547695942506
main,2408,O2,0.515,0.03,0.515,0.5175,0.515,0.515,0.515,1.9001824855804443,12466,392,800,0,412,0,388,0.9993506898146103,0.05014343409157211,0.2953867153088391,0.2835438594169066,0.003256009950961907,0.0,0.0,0.0,0.0,0.5410535366364775,0.125,0.375,0.0,0.0,0.0,0.6088,0.0,0.0,0.0,0.0,0.5,0.515,0.006361989994419685,0.11837936539524795,0.0007531283381903193
main,2408,O3,0.59875,0.1975,0.5825,0.6,0.66625,0.66625,0.63125,1.318304181098938,12466,392,800,73,406,6,315,0.9993506898146103,0.05014343409157211,0.2953867153088391,0.2835438594169066,0.003256009950961907,0.0,0.0,0.0,0.0,0.6146050262468683,0.11627906976744189,0.7674418604651162,0.027139874739039643,0.0,0.0,0.2513,0.0,0.0,0.0,0.0,0.51625,0.59875,0.00676138583171399,0.20026784255735883,0.001354088153215254
