seed,observer,phase,embed_lora_norm,embed_effective_rank,embed_significant_sv,embed_changed_fraction,embed_positive_fraction,embed_negative_fraction,policy_lora_norm,policy_effective_rank,policy_significant_sv,policy_changed_fraction,policy_positive_fraction,policy_negative_fraction,total_lora_norm
12054,O1,B,18.797605514526367,1.073386311531067,1.0,0.8212890625,0.4091796875,0.412109375,0.9970957040786743,1.0031170845031738,1.0,0.96875,0.484375,0.484375,18.82403179244139
12054,O1,C,11.936184883117676,1.1060513257980347,1.0,0.8388671875,0.41796875,0.4208984375,1.233062744140625,1.0029267072677612,1.0,0.9375,0.46875,0.46875,11.999706383697667
12054,O3,A,1.2642844915390015,1.7730804681777954,2.0,0.94921875,0.46484375,0.484375,0.42057502269744873,1.0000015497207642,1.0,0.90625,0.453125,0.453125,1.33240332679823
12054,O3,B,1.9377490282058716,2.0241429805755615,3.0,0.5439453125,0.26953125,0.2744140625,1.2378474473953247,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.299377654787469
12054,O3,C,2.4758079051971436,2.578237295150757,4.0,0.8720703125,0.4453125,0.4267578125,1.6294182538986206,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.963887418505416
12054,O4R,A,1.2547072172164917,1.7750554084777832,2.0,0.951171875,0.4677734375,0.4833984375,0.40239596366882324,1.000001311302185,1.0,0.9375,0.46875,0.46875,1.3176542461936338
12054,O4R,B,1.47599196434021,2.2468156814575195,3.0,0.5341796875,0.26953125,0.2646484375,1.2600305080413818,1.0000004768371582,1.0,0.9375,0.46875,0.46875,1.9406775002539434
12054,O4R,C,4.125865936279297,2.3217341899871826,3.0,0.869140625,0.439453125,0.4296875,1.7849810123443604,1.0000004768371582,1.0,0.96875,0.484375,0.484375,4.495434010035042
12054,O4M,A,1.2545857429504395,1.7761449813842773,2.0,0.947265625,0.462890625,0.484375,0.52699214220047,1.0000005960464478,1.0,0.90625,0.453125,0.453125,1.3607740827762507
12054,O4M,B,1.3429349660873413,2.054913282394409,2.0,0.4873046875,0.2392578125,0.248046875,1.2813551425933838,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.8561641426852635
12054,O4M,C,2.2620656490325928,2.4593780040740967,4.0,0.7529296875,0.3935546875,0.359375,1.4217146635055542,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.6717435477530316
12054,O4D,A,1.2545857429504395,1.7761449813842773,2.0,0.947265625,0.462890625,0.484375,0.52699214220047,1.0000005960464478,1.0,0.90625,0.453125,0.453125,1.3607740827762507
12054,O4D,B,1.3429349660873413,2.054913282394409,2.0,0.4873046875,0.2392578125,0.248046875,1.2813551425933838,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.8561641426852635
12054,O4D,C,2.358633518218994,2.3511879444122314,3.0,0.787109375,0.3994140625,0.3876953125,1.3731107711791992,1.0000004768371582,1.0,1.0,0.5,0.5,2.729209640755808
12107,O1,A,2.2612295150756836,1.6120508909225464,2.0,0.9697265625,0.4951171875,0.474609375,0.9719867706298828,1.000137209892273,1.0,0.96875,0.484375,0.484375,2.461283649262904
12107,O1,B,18.283660888671875,1.1544954776763916,1.0,0.861328125,0.4306640625,0.4306640625,1.1850812435150146,1.0004645586013794,1.0,0.9375,0.46875,0.46875,18.322026990638363
12107,O1,C,11.945881843566895,1.2077559232711792,1.0,0.9013671875,0.455078125,0.4462890625,1.160496711730957,1.000417709350586,1.0,0.96875,0.484375,0.484375,12.002118381285845
12107,O3,A,1.3792835474014282,1.3381699323654175,1.0,0.8330078125,0.408203125,0.4248046875,0.34861359000205994,1.000001072883606,1.0,0.96875,0.484375,0.484375,1.422657562193514
12107,O3,B,2.0912206172943115,1.7605032920837402,2.0,0.4501953125,0.2177734375,0.232421875,1.1924666166305542,1.0000004768371582,1.0,1.0,0.5,0.5,2.4073180724563845
12107,O3,C,2.732494354248047,2.692964553833008,3.0,0.8505859375,0.4345703125,0.416015625,1.3016654253005981,1.0000004768371582,1.0,1.0,0.5,0.5,3.0266909778536095
12107,O4R,A,1.379300594329834,1.3382537364959717,1.0,0.8330078125,0.408203125,0.4248046875,0.3480103313922882,1.000001311302185,1.0,0.96875,0.484375,0.484375,1.4225263864949582
12107,O4R,B,2.3791909217834473,1.6408333778381348,2.0,0.4326171875,0.2080078125,0.224609375,1.186566948890686,1.0000007152557373,1.0,0.96875,0.484375,0.484375,2.6586633044626997
12107,O4R,C,2.4519972801208496,2.4817347526550293,3.0,0.771484375,0.39453125,0.376953125,1.365183711051941,1.0000005960464478,1.0,1.0,0.5,0.5,2.8064242777316464
