seed,observer,phase,embed_lora_norm,embed_effective_rank,embed_significant_sv,embed_changed_fraction,embed_positive_fraction,embed_negative_fraction,policy_lora_norm,policy_effective_rank,policy_significant_sv,policy_changed_fraction,policy_positive_fraction,policy_negative_fraction,total_lora_norm
12107,O4M,A,1.43505859375,1.324763536453247,1.0,0.865234375,0.4267578125,0.4384765625,0.443376362323761,1.0000015497207642,1.0,0.9375,0.46875,0.46875,1.5019906012233162
12107,O4M,B,2.5718350410461426,1.3368287086486816,2.0,0.375,0.1806640625,0.1943359375,1.2360461950302124,1.0000005960464478,1.0,1.0,0.5,0.5,2.853444528040011
12107,O4M,C,1.4268994331359863,1.8810592889785767,3.0,0.47265625,0.244140625,0.228515625,1.260401964187622,1.0000004768371582,1.0,1.0,0.5,0.5,1.9038527000826022
12107,O4D,A,1.43505859375,1.324763536453247,1.0,0.865234375,0.4267578125,0.4384765625,0.443376362323761,1.0000015497207642,1.0,0.9375,0.46875,0.46875,1.5019906012233162
12107,O4D,B,2.5718350410461426,1.3368287086486816,2.0,0.375,0.1806640625,0.1943359375,1.2360461950302124,1.0000005960464478,1.0,1.0,0.5,0.5,2.853444528040011
12107,O4D,C,1.278132677078247,1.9565670490264893,3.0,0.4404296875,0.2275390625,0.212890625,1.245733380317688,1.0000007152557373,1.0,0.9375,0.46875,0.46875,1.7847898461872032
12160,O1,A,2.3252806663513184,2.0282535552978516,2.0,0.9365234375,0.470703125,0.4658203125,1.0050487518310547,1.0003328323364258,1.0,1.0,0.5,0.5,2.53319031477392
12160,O1,B,16.606910705566406,1.1971995830535889,1.0,0.9140625,0.4521484375,0.4619140625,1.245336651802063,1.001194953918457,1.0,0.96875,0.484375,0.484375,16.653538559686876
12160,O1,C,15.713519096374512,1.2137924432754517,1.0,0.8193359375,0.4140625,0.4052734375,1.2836453914642334,1.001042127609253,1.0,0.90625,0.453125,0.453125,15.765862738307531
12160,O3,A,1.2249740362167358,1.8050696849822998,3.0,0.9833984375,0.4951171875,0.48828125,0.3538200855255127,1.0000004768371582,1.0,0.9375,0.46875,0.46875,1.2750490352635078
12160,O3,B,1.4908783435821533,2.3544812202453613,3.0,0.58984375,0.27734375,0.3125,1.255942940711975,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.949387315462607
12160,O3,C,5.05359411239624,1.881133794784546,3.0,0.8193359375,0.416015625,0.4033203125,1.6573266983032227,1.0000007152557373,1.0,1.0,0.5,0.5,5.318415669892173
12160,O4R,A,1.2237223386764526,1.8102751970291138,3.0,0.984375,0.4951171875,0.4892578125,0.35291001200675964,1.0000005960464478,1.0,0.9375,0.46875,0.46875,1.27359406356593
12160,O4R,B,1.5728076696395874,2.190704345703125,3.0,0.5498046875,0.2646484375,0.28515625,1.249984860420227,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.009026161342078
12160,O4R,C,4.579586505889893,1.911954402923584,3.0,0.8203125,0.41796875,0.40234375,1.5620979070663452,1.0000004768371582,1.0,0.96875,0.484375,0.484375,4.838673623648308
12160,O4M,A,1.222498893737793,1.8102962970733643,3.0,0.978515625,0.4921875,0.486328125,0.48341381549835205,1.0000004768371582,1.0,1.0,0.5,0.5,1.3146073414540185
12160,O4M,B,0.9051511883735657,2.3193211555480957,4.0,0.51171875,0.25,0.26171875,1.3283061981201172,1.0000004768371582,1.0,0.90625,0.453125,0.453125,1.6073879524801715
12160,O4M,C,2.631880044937134,2.284346103668213,3.0,0.7431640625,0.3740234375,0.369140625,1.5063908100128174,1.0000007152557373,1.0,0.9375,0.46875,0.46875,3.0324916889299733
12160,O4D,A,1.222498893737793,1.8102962970733643,3.0,0.978515625,0.4921875,0.486328125,0.48341381549835205,1.0000004768371582,1.0,1.0,0.5,0.5,1.3146073414540185
12160,O4D,B,0.9051511883735657,2.3193211555480957,4.0,0.51171875,0.25,0.26171875,1.3283061981201172,1.0000004768371582,1.0,0.90625,0.453125,0.453125,1.6073879524801715
12160,O4D,C,2.8234755992889404,2.1742308139801025,3.0,0.7314453125,0.3642578125,0.3671875,1.479052186012268,1.0000007152557373,1.0,0.9375,0.46875,0.46875,3.1874142857067875
12213,O1,A,2.2764604091644287,1.420929193496704,2.0,0.9248046875,0.4658203125,0.458984375,0.985291600227356,1.0002902746200562,1.0,1.0,0.5,0.5,2.480538556840361
12213,O1,B,8.043009757995605,1.1495959758758545,1.0,0.873046875,0.4345703125,0.4384765625,0.2414902299642563,1.0035431385040283,1.0,0.9375,0.46875,0.46875,8.046634296299336
12213,O1,C,7.75422477722168,1.1555761098861694,1.0,0.9013671875,0.4462890625,0.455078125,0.375062495470047,1.0027979612350464,1.0,0.90625,0.453125,0.453125,7.763290138284594
12213,O3,A,1.3196702003479004,1.4950038194656372,2.0,0.880859375,0.4345703125,0.4462890625,0.3214605450630188,1.000001311302185,1.0,0.96875,0.484375,0.484375,1.3582585614375786
12213,O3,B,2.669224262237549,1.6645315885543823,2.0,0.5703125,0.283203125,0.287109375,1.0878626108169556,1.0000003576278687,1.0,1.0,0.5,0.5,2.882395396563606
12213,O3,C,2.684990644454956,2.4201090335845947,3.0,0.77734375,0.3876953125,0.3896484375,1.466484785079956,1.0000004768371582,1.0,0.96875,0.484375,0.484375,3.0593712402520956
12213,O4R,A,1.3359477519989014,1.4903239011764526,2.0,0.8974609375,0.4462890625,0.451171875,0.3220255672931671,1.0000005960464478,1.0,0.96875,0.484375,0.484375,1.3742113600394243
12213,O4R,B,2.4444470405578613,1.6867774724960327,3.0,0.5380859375,0.2587890625,0.279296875,1.0374901294708252,1.0000003576278687,1.0,1.0,0.5,0.5,2.655505056075299
12213,O4R,C,1.7336236238479614,2.8157260417938232,4.0,0.6640625,0.3388671875,0.3251953125,1.1835201978683472,1.0000007152557373,1.0,0.96875,0.484375,0.484375,2.099088118189913
12213,O4M,A,1.297505259513855,1.503832459449768,2.0,0.90234375,0.4482421875,0.4541015625,0.43544289469718933,1.0000011920928955,1.0,0.90625,0.453125,0.453125,1.3686235468558854
12213,O4M,B,1.2790254354476929,2.412100315093994,4.0,0.427734375,0.2080078125,0.2197265625,1.2535114288330078,1.0000005960464478,1.0,0.96875,0.484375,0.484375,1.7908648655711377
12213,O4M,C,2.8853580951690674,2.251145362854004,3.0,0.849609375,0.4306640625,0.4189453125,1.4829515218734741,1.0000007152557373,1.0,1.0,0.5,0.5,3.2441387999875286
12213,O4D,A,1.297505259513855,1.503832459449768,2.0,0.90234375,0.4482421875,0.4541015625,0.43544289469718933,1.0000011920928955,1.0,0.90625,0.453125,0.453125,1.3686235468558854
12213,O4D,B,1.2790254354476929,2.412100315093994,4.0,0.427734375,0.2080078125,0.2197265625,1.2535114288330078,1.0000005960464478,1.0,0.96875,0.484375,0.484375,1.7908648655711377
12213,O4D,C,2.5488429069519043,2.3039839267730713,4.0,0.84765625,0.4306640625,0.4169921875,1.440024733543396,1.0000007152557373,1.0,1.0,0.5,0.5,2.9275025871100033
12266,O1,A,2.3905189037323,1.6697118282318115,2.0,0.916015625,0.462890625,0.453125,0.9765487313270569,1.0001908540725708,1.0,1.0,0.5,0.5,2.5822912410798984
12266,O1,B,18.59864616394043,1.145095705986023,1.0,0.845703125,0.41796875,0.427734375,1.1304718255996704,1.0008491277694702,1.0,0.96875,0.484375,0.484375,18.63297093004577
12266,O1,C,14.889851570129395,1.1780474185943604,1.0,0.9296875,0.4638671875,0.4658203125,1.202704906463623,1.0008010864257812,1.0,0.96875,0.484375,0.484375,14.938345921570985
12266,O3,A,1.0357866287231445,1.4952465295791626,2.0,0.845703125,0.4189453125,0.4267578125,0.08937390148639679,1.000003695487976,1.0,0.9375,0.46875,0.46875,1.0396353372738718
12266,O3,B,0.5445634126663208,2.045696973800659,3.0,0.083984375,0.041015625,0.04296875,1.1807821989059448,1.0000004768371582,1.0,1.0,0.5,0.5,1.3003060838387044
12266,O3,C,1.8592854738235474,1.7396308183670044,2.0,0.7275390625,0.3623046875,0.365234375,1.3295167684555054,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.285729054541597
12266,O4R,A,1.0297740697860718,1.5193305015563965,2.0,0.8359375,0.412109375,0.423828125,0.09838201105594635,1.000013828277588,1.0,0.875,0.4375,0.4375,1.0344629789911197
12266,O4R,B,0.4571775496006012,2.153176784515381,3.0,0.076171875,0.0380859375,0.0380859375,1.1418559551239014,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.229978184404393
12266,O4R,C,1.7363530397415161,1.5634554624557495,2.0,0.7822265625,0.39453125,0.3876953125,0.4692613184452057,1.000001311302185,1.0,0.96875,0.484375,0.484375,1.7986461752130505
12266,O4M,A,0.9438804984092712,1.5378618240356445,2.0,0.8330078125,0.412109375,0.4208984375,0.131222203373909,1.0000052452087402,1.0,0.90625,0.453125,0.453125,0.9529583736636338
12266,O4M,B,0.3542375862598419,2.350757122039795,3.0,0.130859375,0.0615234375,0.0693359375,1.200034499168396,1.0000007152557373,1.0,1.0,0.5,0.5,1.2512262252340869
12266,O4M,C,1.7270317077636719,1.8981386423110962,2.0,0.7724609375,0.3916015625,0.380859375,1.3920902013778687,1.0000008344650269,1.0,0.96875,0.484375,0.484375,2.2182320997572322
12266,O4D,A,0.9438804984092712,1.5378618240356445,2.0,0.8330078125,0.412109375,0.4208984375,0.131222203373909,1.0000052452087402,1.0,0.90625,0.453125,0.453125,0.9529583736636338
12266,O4D,B,0.3542375862598419,2.350757122039795,3.0,0.130859375,0.0615234375,0.0693359375,1.200034499168396,1.0000007152557373,1.0,1.0,0.5,0.5,1.2512262252340869
12266,O4D,C,2.036196708679199,1.837350845336914,2.0,0.8447265625,0.4296875,0.4150390625,1.335694432258606,1.0000007152557373,1.0,1.0,0.5,0.5,2.4351954034127616
12319,O1,A,2.4695403575897217,1.6055045127868652,2.0,0.953125,0.482421875,0.470703125,0.9836859107017517,1.000070333480835,1.0,1.0,0.5,0.5,2.658245201007143
12319,O1,B,21.72992706298828,1.1150363683700562,1.0,0.8818359375,0.4375,0.4443359375,1.0275421142578125,1.000594973564148,1.0,1.0,0.5,0.5,21.75420816668269
12319,O1,C,13.28490161895752,1.1726689338684082,1.0,0.83203125,0.4228515625,0.4091796875,0.976929247379303,1.0006383657455444,1.0,0.96875,0.484375,0.484375,13.320773317633073
12319,O3,A,1.3555703163146973,1.6173256635665894,2.0,0.93359375,0.4580078125,0.4755859375,0.3339022099971771,1.0000011920928955,1.0,1.0,0.5,0.5,1.3960879514967985
12319,O3,B,2.4100606441497803,1.6066840887069702,2.0,0.501953125,0.251953125,0.25,1.1059904098510742,1.0000005960464478,1.0,0.96875,0.484375,0.484375,2.6517177631041733
12319,O3,C,1.8729594945907593,3.0117483139038086,4.0,0.763671875,0.3974609375,0.3662109375,1.6227611303329468,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.4781708888809777
12319,O4R,A,1.354698896408081,1.6178104877471924,2.0,0.93359375,0.4580078125,0.4755859375,0.33383476734161377,1.0000004768371582,1.0,1.0,0.5,0.5,1.3952256992384071
12319,O4R,B,2.6183042526245117,1.6002756357192993,2.0,0.5146484375,0.2578125,0.2568359375,1.0694191455841064,1.0000004768371582,1.0,1.0,0.5,0.5,2.828281186207171
12319,O4R,C,1.7045177221298218,3.026498794555664,4.0,0.7578125,0.3896484375,0.3681640625,1.5781508684158325,1.0000007152557373,1.0,0.9375,0.46875,0.46875,2.3229164488927023
12319,O4M,A,1.2983083724975586,1.6454461812973022,2.0,0.9326171875,0.4580078125,0.474609375,0.49275755882263184,1.0000008344650269,1.0,0.96875,0.484375,0.484375,1.3886736988486887
12319,O4M,B,0.8095089793205261,2.4208598136901855,3.0,0.501953125,0.2490234375,0.2529296875,1.247446060180664,1.0000004768371582,1.0,1.0,0.5,0.5,1.4870865679780787
12319,O4M,C,2.4160525798797607,2.298234462738037,3.0,0.8388671875,0.4169921875,0.421875,1.4290037155151367,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.807020072550197
12319,O4D,A,1.2983083724975586,1.6454461812973022,2.0,0.9326171875,0.4580078125,0.474609375,0.49275755882263184,1.0000008344650269,1.0,0.96875,0.484375,0.484375,1.3886736988486887
12319,O4D,B,0.8095089793205261,2.4208598136901855,3.0,0.501953125,0.2490234375,0.2529296875,1.247446060180664,1.0000004768371582,1.0,1.0,0.5,0.5,1.4870865679780787
12319,O4D,C,2.671557903289795,2.1320884227752686,3.0,0.73046875,0.3623046875,0.3681640625,1.3547179698944092,1.0000007152557373,1.0,1.0,0.5,0.5,2.995410223756505
12372,O1,A,2.1538732051849365,1.9323184490203857,2.0,0.9267578125,0.46875,0.4580078125,0.9869866967201233,1.0005364418029785,1.0,1.0,0.5,0.5,2.3692430275335057
12372,O1,B,18.48684310913086,1.144760012626648,1.0,0.8935546875,0.455078125,0.4384765625,1.2063825130462646,1.0014550685882568,1.0,1.0,0.5,0.5,18.52616330785743
12372,O1,C,12.954476356506348,1.1951463222503662,1.0,0.8349609375,0.419921875,0.4150390625,1.2355791330337524,1.0017545223236084,1.0,1.0,0.5,0.5,13.013266825254542
12372,O3,A,1.1824958324432373,1.711648941040039,2.0,0.8349609375,0.419921875,0.4150390625,0.2957157790660858,1.0000004768371582,1.0,0.90625,0.453125,0.453125,1.2189110778618295
12372,O3,B,1.042963981628418,2.4273900985717773,3.0,0.736328125,0.357421875,0.37890625,1.1306483745574951,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.5382261257252487
12372,O3,C,4.595197677612305,1.6003206968307495,2.0,0.72265625,0.380859375,0.341796875,1.459550142288208,1.0000004768371582,1.0,1.0,0.5,0.5,4.821423888664742
12372,O4R,A,1.1754214763641357,1.7141326665878296,2.0,0.8359375,0.4189453125,0.4169921875,0.2961999177932739,1.0000015497207642,1.0,0.90625,0.453125,0.453125,1.2121674960164486
12372,O4R,B,0.9446826577186584,2.5030899047851562,3.0,0.734375,0.357421875,0.376953125,1.1536141633987427,1.0000005960464478,1.0,0.96875,0.484375,0.484375,1.4910569948156136
12372,O4R,C,5.083071708679199,1.5744966268539429,2.0,0.7568359375,0.392578125,0.3642578125,1.688755750656128,1.0000004768371582,1.0,1.0,0.5,0.5,5.356259327268333
12372,O4M,A,1.04740571975708,1.7535394430160522,2.0,0.873046875,0.4365234375,0.4365234375,0.45148271322250366,1.0000009536743164,1.0,0.96875,0.484375,0.484375,1.1405680085460053
12372,O4M,B,0.6519848108291626,2.376540422439575,4.0,0.513671875,0.25,0.263671875,1.2370415925979614,1.0000007152557373,1.0,1.0,0.5,0.5,1.398340479056957
12372,O4M,C,1.7278474569320679,2.064208507537842,3.0,0.873046875,0.4482421875,0.4248046875,0.77000892162323,1.0000008344650269,1.0,0.96875,0.484375,0.484375,1.8916581545844862
12372,O4D,A,1.04740571975708,1.7535394430160522,2.0,0.873046875,0.4365234375,0.4365234375,0.45148271322250366,1.0000009536743164,1.0,0.96875,0.484375,0.484375,1.1405680085460053
12372,O4D,B,0.6519848108291626,2.376540422439575,4.0,0.513671875,0.25,0.263671875,1.2370415925979614,1.0000007152557373,1.0,1.0,0.5,0.5,1.398340479056957
12372,O4D,C,2.553663969039917,2.6782655715942383,3.0,0.81640625,0.4423828125,0.3740234375,1.2258752584457397,1.0000008344650269,1.0,1.0,0.5,0.5,2.832661260377264
12425,O1,A,2.03806734085083,2.1440975666046143,3.0,0.9296875,0.4638671875,0.4658203125,0.9897279739379883,1.000115156173706,1.0,1.0,0.5,0.5,2.265674281144174
12425,O1,B,18.123010635375977,1.1963350772857666,1.0,0.90234375,0.4453125,0.45703125,1.2450121641159058,1.0004308223724365,1.0,1.0,0.5,0.5,18.165725137707753
12425,O1,C,12.94630241394043,1.253311276435852,1.0,0.9267578125,0.4697265625,0.45703125,1.1811766624450684,1.0003572702407837,1.0,0.96875,0.484375,0.484375,13.000074019062533
12425,O3,A,1.1007205247879028,1.5135347843170166,2.0,0.8935546875,0.4501953125,0.443359375,0.2955629825592041,1.0000017881393433,1.0,0.90625,0.453125,0.453125,1.1397118716362695
12425,O3,B,0.8782603144645691,2.0880064964294434,3.0,0.9052734375,0.451171875,0.4541015625,1.193594217300415,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.4818934966914439
12425,O3,C,6.005032539367676,1.2717151641845703,1.0,0.81640625,0.4150390625,0.4013671875,1.7175697088241577,1.0000007152557373,1.0,0.96875,0.484375,0.484375,6.245835532859867
12425,O4R,A,1.10957932472229,1.523894190788269,2.0,0.888671875,0.4462890625,0.4423828125,0.29350507259368896,1.0000015497207642,1.0,0.90625,0.453125,0.453125,1.1477419158893691
12425,O4R,B,0.776102602481842,2.014413833618164,3.0,0.90625,0.4541015625,0.4521484375,1.1063612699508667,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.3514327616372124
12425,O4R,C,6.075851917266846,1.2594314813613892,1.0,0.759765625,0.3896484375,0.3701171875,1.5769597291946411,1.0000007152557373,1.0,0.96875,0.484375,0.484375,6.277163253258341
12425,O4M,A,1.0024760961532593,1.5566452741622925,2.0,0.8994140625,0.451171875,0.4482421875,0.399612158536911,1.0000033378601074,1.0,0.90625,0.453125,0.453125,1.0791886770204773
12425,O4M,B,0.2776522934436798,2.577775001525879,3.0,0.6396484375,0.3212890625,0.318359375,1.235613226890564,1.0000011920928955,1.0,1.0,0.5,0.5,1.2664244322190912
12425,O4M,C,1.5791850090026855,1.7109365463256836,3.0,0.890625,0.4482421875,0.4423828125,1.3545056581497192,1.000001311302185,1.0,1.0,0.5,0.5,2.0805073589435863
12425,O4D,A,1.0024760961532593,1.5566452741622925,2.0,0.8994140625,0.451171875,0.4482421875,0.399612158536911,1.0000033378601074,1.0,0.90625,0.453125,0.453125,1.0791886770204773
12425,O4D,B,0.2776522934436798,2.577775001525879,3.0,0.6396484375,0.3212890625,0.318359375,1.235613226890564,1.0000011920928955,1.0,1.0,0.5,0.5,1.2664244322190912
12425,O4D,C,1.952526330947876,1.568244218826294,2.0,0.869140625,0.4345703125,0.4345703125,1.369063377380371,1.0000011920928955,1.0,1.0,0.5,0.5,2.3846789310783376
12478,O1,A,2.379305839538574,1.2484326362609863,1.0,0.9267578125,0.466796875,0.4599609375,0.971159040927887,1.000075101852417,1.0,1.0,0.5,0.5,2.5698727907891343
12478,O1,B,9.357405662536621,1.0818480253219604,1.0,0.85546875,0.427734375,0.427734375,0.39485660195350647,1.0006831884384155,1.0,1.0,0.5,0.5,9.365732884797575
12478,O1,C,9.248320579528809,1.0827529430389404,1.0,0.720703125,0.3603515625,0.3603515625,0.4637282192707062,1.0005998611450195,1.0,0.90625,0.453125,0.453125,9.259939384417375
12478,O3,A,1.326655626296997,1.7185025215148926,2.0,0.8544921875,0.4306640625,0.423828125,0.3575495183467865,1.0000008344650269,1.0,0.90625,0.453125,0.453125,1.3739930163052128
12478,O3,B,2.442176103591919,1.8818556070327759,2.0,0.6943359375,0.337890625,0.3564453125,1.1176639795303345,1.0000004768371582,1.0,1.0,0.5,0.5,2.6857767762967555
12478,O3,C,1.4837491512298584,2.58486270904541,3.0,0.75,0.380859375,0.369140625,1.7602139711380005,1.0000003576278687,1.0,0.9375,0.46875,0.46875,2.302143515935689
12478,O4R,A,1.325012445449829,1.7192645072937012,2.0,0.8544921875,0.4306640625,0.423828125,0.35823971033096313,1.0000003576278687,1.0,0.90625,0.453125,0.453125,1.3725864893167747
12478,O4R,B,2.4798057079315186,1.8624851703643799,2.0,0.65234375,0.3203125,0.33203125,1.1620138883590698,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.73856031991795
12478,O4R,C,1.6692224740982056,2.3379530906677246,3.0,0.7412109375,0.3740234375,0.3671875,1.6457823514938354,1.0000004768371582,1.0,0.9375,0.46875,0.46875,2.3441209901630744
12478,O4M,A,1.3819292783737183,1.711207389831543,2.0,0.87109375,0.4345703125,0.4365234375,0.5066400170326233,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.4718738523682398
12478,O4M,B,2.963033676147461,1.5062918663024902,2.0,0.884765625,0.4326171875,0.4521484375,1.5649323463439941,1.0000004768371582,1.0,1.0,0.5,0.5,3.3509076105762237
12478,O4M,C,5.447517395019531,1.3295844793319702,2.0,0.9033203125,0.44921875,0.4541015625,2.2908616065979004,1.000000238418579,1.0,1.0,0.5,0.5,5.909610196081015
12478,O4D,A,1.3819292783737183,1.711207389831543,2.0,0.87109375,0.4345703125,0.4365234375,0.5066400170326233,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.4718738523682398
12478,O4D,B,2.963033676147461,1.5062918663024902,2.0,0.884765625,0.4326171875,0.4521484375,1.5649323463439941,1.0000004768371582,1.0,1.0,0.5,0.5,3.3509076105762237
12478,O4D,C,5.4391679763793945,1.3348054885864258,2.0,0.91015625,0.4541015625,0.4560546875,1.572579026222229,1.0000009536743164,1.0,0.96875,0.484375,0.484375,5.661938984922495
12531,O1,A,2.2120110988616943,1.8520468473434448,3.0,0.923828125,0.4658203125,0.4580078125,0.9832658767700195,1.0000686645507812,1.0,0.96875,0.484375,0.484375,2.420703386602257
12531,O1,B,19.56717300415039,1.208928108215332,1.0,0.8134765625,0.4130859375,0.400390625,1.0650578737258911,1.0004324913024902,1.0,1.0,0.5,0.5,19.596137569652274
12531,O1,C,14.129341125488281,1.2653124332427979,1.0,0.9326171875,0.4619140625,0.470703125,0.8916682004928589,1.0007835626602173,1.0,0.96875,0.484375,0.484375,14.157448669170043
12531,O3,A,1.797520399093628,1.2337669134140015,1.0,0.9306640625,0.4677734375,0.462890625,0.37262049317359924,1.0000008344650269,1.0,0.9375,0.46875,0.46875,1.8357357154804859
12531,O3,B,1.3603593111038208,1.699737787246704,3.0,0.734375,0.3671875,0.3671875,1.2708234786987305,1.0000007152557373,1.0,1.0,0.5,0.5,1.861604085008089
12531,O3,C,2.0846827030181885,1.4574519395828247,1.0,0.7490234375,0.375,0.3740234375,0.25260278582572937,1.0000028610229492,1.0,1.0,0.5,0.5,2.099930984501667
12531,O4R,A,1.77962327003479,1.233895182609558,1.0,0.927734375,0.4658203125,0.4619140625,0.37407854199409485,1.0000011920928955,1.0,0.9375,0.46875,0.46875,1.818514156895609
12531,O4R,B,1.9167447090148926,1.5616182088851929,2.0,0.76171875,0.3837890625,0.3779296875,1.2668591737747192,1.0000005960464478,1.0,1.0,0.5,0.5,2.2975731643875346
12531,O4R,C,2.224466323852539,1.4849085807800293,2.0,0.69921875,0.3525390625,0.3466796875,0.2868572473526001,1.0000020265579224,1.0,0.9375,0.46875,0.46875,2.242885977109122
12531,O4M,A,1.744977593421936,1.2382938861846924,1.0,0.927734375,0.466796875,0.4609375,0.47927600145339966,1.0000004768371582,1.0,0.9375,0.46875,0.46875,1.8096000351220627
12531,O4M,B,3.230001211166382,1.4115116596221924,1.0,0.888671875,0.4443359375,0.4443359375,1.456239104270935,1.0000004768371582,1.0,1.0,0.5,0.5,3.5430975364706105
12531,O4M,C,6.436223983764648,1.2265690565109253,1.0,0.9033203125,0.453125,0.4501953125,2.195728302001953,1.0000004768371582,1.0,1.0,0.5,0.5,6.800456010106944
12531,O4D,A,1.744977593421936,1.2382938861846924,1.0,0.927734375,0.466796875,0.4609375,0.47927600145339966,1.0000004768371582,1.0,0.9375,0.46875,0.46875,1.8096000351220627
12531,O4D,B,3.230001211166382,1.4115116596221924,1.0,0.888671875,0.4443359375,0.4443359375,1.456239104270935,1.0000004768371582,1.0,1.0,0.5,0.5,3.5430975364706105
12531,O4D,C,6.228652477264404,1.2348580360412598,1.0,0.900390625,0.447265625,0.453125,1.640018105506897,1.0000007152557373,1.0,1.0,0.5,0.5,6.440944889449252
12584,O1,A,2.175999402999878,1.443884253501892,2.0,0.9443359375,0.4755859375,0.46875,0.9525447487831116,1.000251293182373,1.0,1.0,0.5,0.5,2.3753557418395475
12584,O1,B,6.0347676277160645,1.2048288583755493,1.0,0.7529296875,0.3759765625,0.376953125,0.09674327820539474,1.0052319765090942,1.0,0.875,0.4375,0.4375,6.035543022993681
12584,O1,C,6.458462238311768,1.1936506032943726,1.0,0.6806640625,0.3447265625,0.3359375,0.1472974717617035,1.0060795545578003,1.0,0.90625,0.453125,0.453125,6.460141718947537
12584,O3,A,1.3005757331848145,1.6148912906646729,2.0,0.9091796875,0.4423828125,0.466796875,0.26370882987976074,1.000001311302185,1.0,0.9375,0.46875,0.46875,1.3270416665296423
12584,O3,B,2.0276246070861816,1.831181526184082,2.0,0.5546875,0.271484375,0.283203125,1.0402790307998657,1.0000004768371582,1.0,1.0,0.5,0.5,2.2789124619395325
12584,O3,C,2.6620240211486816,2.5950024127960205,3.0,0.884765625,0.45703125,0.427734375,1.417646884918213,1.0000003576278687,1.0,0.9375,0.46875,0.46875,3.0159732391867986
12584,O4R,A,1.2578195333480835,1.6318707466125488,2.0,0.9501953125,0.4638671875,0.486328125,0.2630517780780792,1.000002145767212,1.0,0.9375,0.46875,0.46875,1.2850316013320566
12584,O4R,B,2.4063336849212646,1.7884531021118164,2.0,0.572265625,0.27734375,0.294921875,1.0640597343444824,1.0000004768371582,1.0,1.0,0.5,0.5,2.6310957643993125
12584,O4R,C,2.595015048980713,2.617140293121338,3.0,0.8642578125,0.4541015625,0.41015625,0.8659353852272034,1.0000008344650269,1.0,1.0,0.5,0.5,2.7356803899258693
12584,O4M,A,1.3550719022750854,1.5920381546020508,2.0,0.8623046875,0.419921875,0.4423828125,0.38550812005996704,1.0000033378601074,1.0,0.96875,0.484375,0.484375,1.4088422093930848
12584,O4M,B,2.6310203075408936,1.577629566192627,2.0,0.5556640625,0.2763671875,0.279296875,1.1506189107894897,1.000001311302185,1.0,1.0,0.5,0.5,2.8716183131744666
