seed,observer,reversal_epoch,accuracy,reward
11,O3,1,0.8,0.6
11,O4,1,0.7416666666666667,0.48333333333333334
22,O3,1,0.6416666666666667,0.2833333333333333
22,O4,1,0.5916666666666667,0.18333333333333332
